station;termin;nat_abbr;dv1towz0;fk1towz0;fu3towz0;fu3towz1;gre000z0;sre000z0;ta1tows0;tdetows0;uretows0
392;20230114075000;UEB;217;7.6;27.4;29.2;57;4;3.5;-4.0;57.8
392;20230114080000;UEB;226;7.3;25.9;28.1;78;3;3.2;-3.7;60.4
392;20230114081000;UEB;232;7.1;25.6;27.7;114;7;3.2;-3.4;61.8
392;20230114082000;UEB;226;7.0;25.2;27.0;83;0;3.3;-4.3;57.6
392;20230114083000;UEB;230;7.4;26.6;30.2;105;0;3.2;-3.1;63.1
392;20230114084000;UEB;234;7.8;28.1;31.7;130;0;3.3;-3.2;62.3
392;20230114085000;UEB;233;7.4;26.6;31.0;110;0;3.3;-4.0;58.9
392;20230114090000;UEB;227;6.9;24.8;27.4;108;0;3.5;-4.1;57.4
392;20230114091000;UEB;218;6.3;22.7;24.5;93;0;3.5;-4.5;55.8
392;20230114092000;UEB;230;7.0;25.2;27.4;89;0;3.3;-3.6;60.7
392;20230114093000;UEB;236;7.3;26.3;29.5;115;0;3.0;-3.0;64.8
392;20230114094000;UEB;235;7.8;28.1;29.5;147;0;3.1;-3.7;61.0
392;20230114095000;UEB;232;7.3;25.9;29.5;150;0;3.2;-3.9;59.7
392;20230114100000;UEB;235;7.6;27.4;32.4;215;0;3.5;-3.4;60.7
392;20230114101000;UEB;229;7.9;28.4;29.9;250;0;3.5;-3.5;60.0
392;20230114102000;UEB;231;7.3;25.9;29.2;202;0;3.1;-2.9;64.5
392;20230114103000;UEB;231;6.6;23.8;30.6;211;0;2.8;-2.6;67.6
392;20230114104000;UEB;239;7.3;26.3;32.0;213;0;2.9;-2.7;66.5
392;20230114105000;UEB;235;7.9;28.4;31.3;200;0;3.5;-3.4;60.6
392;20230114110000;UEB;234;8.0;28.8;32.0;194;0;3.4;-3.4;60.9
392;20230114111000;UEB;230;8.8;31.7;38.5;205;0;4.1;-4.9;52.0
392;20230114112000;UEB;229;10.1;36.4;43.6;225;0;3.9;-4.0;56.2
392;20230114113000;UEB;226;8.6;31.0;40.0;274;0;3.6;-3.5;59.5
392;20230114114000;UEB;225;9.7;34.9;42.5;306;0;3.6;-3.6;59.2
392;20230114115000;UEB;229;10.6;38.2;45.7;307;0;3.7;-3.6;58.8
392;20230114120000;UEB;229;9.1;32.8;54.4;285;0;3.7;-3.2;60.5
392;20230114121000;UEB;228;7.4;26.6;37.1;233;0;3.7;-3.2;60.6
392;20230114122000;UEB;227;7.9;28.4;38.9;186;0;3.5;-3.0;62.2
392;20230114123000;UEB;231;7.6;27.0;43.2;160;0;3.7;-4.0;57.2
392;20230114124000;UEB;233;7.6;27.0;41.4;197;0;3.5;-3.2;61.6
392;20230114125000;UEB;232;7.5;26.6;45.4;163;0;3.6;-3.0;62.1
392;20230114130000;UEB;231;9.2;32.8;49.3;140;0;4.2;-4.8;51.9
392;20230114131000;UEB;231;9.6;34.6;45.0;128;0;4.2;-4.7;52.1
392;20230114132000;UEB;234;9.0;32.4;40.0;86;0;4.0;-4.4;54.1
392;20230114133000;UEB;233;10.1;36.4;44.3;53;0;4.7;-5.3;48.1
392;20230114134000;UEB;230;7.3;26.3;35.3;49;0;3.7;-3.3;60.3
392;20230114135000;UEB;234;8.4;30.2;43.6;51;0;4.4;-4.4;52.7
392;20230114140000;UEB;239;9.5;34.2;42.5;71;0;4.2;-3.8;55.8
392;20230114141000;UEB;240;11.0;39.6;48.6;98;0;4.7;-4.9;49.6
392;20230114142000;UEB;237;13.2;47.5;61.2;70;0;4.9;-4.7;49.7
392;20230114143000;UEB;234;13.5;48.6;61.6;44;0;5.0;-4.9;48.6
392;20230114144000;UEB;233;12.5;44.6;64.1;62;0;5.2;-5.6;45.6
392;20230114145000;UEB;232;11.2;40.3;52.6;58;0;4.9;-4.7;49.9
392;20230114150000;UEB;231;11.8;42.1;55.8;44;0;5.0;-4.7;49.6
392;20230114151000;UEB;233;13.3;47.9;63.7;33;0;5.1;-4.8;48.8
392;20230114152000;UEB;235;13.9;50.0;63.4;26;0;5.5;-5.4;45.1
392;20230114153000;UEB;235;15.1;54.4;66.2;16;0;5.4;-5.3;45.9
392;20230114154000;UEB;237;15.8;56.9;68.4;11;0;5.3;-4.8;48.2
392;20230114155000;UEB;236;15.1;54.4;67.3;7;0;5.5;-4.9;47.0
392;20230114160000;UEB;236;14.5;52.2;65.2;5;0;5.3;-4.7;48.4
392;20230114161000;UEB;237;15.0;54.0;67.0;4;0;5.6;-5.3;45.2
392;20230114162000;UEB;240;15.0;53.6;70.2;4;0;5.7;-5.3;45.0
392;20230114163000;UEB;243;12.7;45.7;61.6;4;0;5.3;-4.8;47.9
392;20230114164000;UEB;249;12.1;43.2;62.3;4;0;5.2;-4.4;49.7
392;20230114165000;UEB;243;13.9;49.3;77.8;4;0;5.7;-4.9;46.4
392;20230114170000;UEB;244;16.3;58.7;79.2;4;0;6.2;-5.3;43.6
392;20230114171000;UEB;237;16.5;59.0;82.1;3;0;5.7;-4.2;48.7
392;20230114172000;UEB;240;15.2;54.4;72.7;4;0;6.1;-3.3;51.0
392;20230114173000;UEB;241;15.8;56.9;76.0;4;0;6.1;-1.9;56.3
392;20230114174000;UEB;244;16.3;58.3;81.0;4;0;5.3;-1.7;60.5
392;20230114175000;UEB;242;18.4;65.9;86.0;5;0;5.4;0.1;68.5
392;20230114180000;UEB;238;20.9;75.2;101.5;3;0;6.3;-0.8;60.3
392;20230114181000;UEB;237;20.4;73.1;93.2;3;0;6.3;0.0;64.0
392;20230114182000;UEB;234;17.5;62.6;86.4;3;0;5.8;0.2;67.0
392;20230114183000;UEB;231;15.2;54.7;64.1;4;0;6.0;0.0;65.1
392;20230114184000;UEB;229;15.2;54.4;62.3;4;0;6.1;-0.7;61.6
392;20230114185000;UEB;231;16.2;58.3;68.8;4;0;6.2;-1.3;58.7
392;20230114190000;UEB;231;17.1;61.6;71.6;4;0;6.5;-1.2;57.7
392;20230114191000;UEB;230;16.0;57.6;70.9;4;0;6.6;-1.2;57.6
392;20230114192000;UEB;231;16.6;59.8;71.3;4;0;6.9;-0.8;57.9
392;20230114193000;UEB;234;17.2;61.9;82.1;4;0;6.7;-0.9;58.2
392;20230114194000;UEB;233;15.0;53.6;68.0;4;0;6.5;-0.7;60.1
392;20230114195000;UEB;233;12.7;45.7;60.8;4;0;6.4;-0.5;61.3
392;20230114200000;UEB;234;12.6;45.4;58.0;4;0;6.6;-0.4;60.8
392;20230114201000;UEB;230;11.5;41.4;50.4;4;0;6.3;-0.6;61.3
392;20230114202000;UEB;230;11.6;41.8;50.0;4;0;6.5;-0.4;61.1
392;20230114203000;UEB;234;12.3;44.3;54.4;4;0;6.9;-0.2;60.4
392;20230114204000;UEB;233;11.4;41.0;52.9;5;0;6.4;-0.2;62.8
392;20230114205000;UEB;232;10.1;36.0;44.3;4;0;6.1;-0.4;63.1
392;20230114210000;UEB;231;9.4;33.8;41.8;4;0;6.0;-0.5;62.9
392;20230114211000;UEB;233;8.8;31.7;42.8;4;0;6.1;-0.2;63.9
392;20230114212000;UEB;230;11.5;41.4;52.2;4;0;6.9;-0.1;61.1
392;20230114213000;UEB;230;12.0;43.2;55.1;4;0;6.8;0.2;62.6
392;20230114214000;UEB;229;11.6;41.4;64.8;4;0;6.5;0.2;63.9
392;20230114215000;UEB;229;11.2;40.0;44.6;4;0;6.5;0.1;63.8
392;20230114220000;UEB;226;9.8;35.3;42.5;4;0;6.3;0.1;64.3
392;20230114221000;UEB;234;10.2;36.7;45.7;3;0;6.9;-0.3;59.9
392;20230114222000;UEB;233;12.5;44.6;60.1;3;0;7.1;-0.7;57.4
392;20230114223000;UEB;232;12.8;46.1;61.6;3;0;7.4;-1.1;54.8
392;20230114224000;UEB;234;12.1;43.6;57.2;4;0;7.0;-1.1;56.2
392;20230114225000;UEB;234;11.9;42.8;52.2;4;0;6.8;-1.2;56.8
392;20230114230000;UEB;235;12.8;45.7;61.9;4;0;6.9;-1.6;54.5
392;20230114231000;UEB;236;14.1;50.8;61.9;4;0;6.7;-1.8;54.7
392;20230114232000;UEB;236;13.7;49.3;62.6;4;0;7.0;-2.9;49.2
392;20230114233000;UEB;236;15.0;54.0;67.3;4;0;6.9;-3.1;48.8
392;20230114234000;UEB;235;14.7;52.9;63.4;4;0;7.0;-3.2;48.2
392;20230114235000;UEB;235;15.8;56.9;68.8;4;0;6.9;-3.0;49.1
392;20230115000000;UEB;234;16.2;58.0;77.4;4;0;7.0;-3.3;47.8
392;20230115001000;UEB;236;15.5;55.8;70.6;4;0;6.9;-3.3;48.3
392;20230115002000;UEB;234;13.4;48.2;59.4;4;0;6.6;-3.1;49.7
392;20230115003000;UEB;235;13.3;47.5;58.3;4;0;6.6;-3.0;50.4
392;20230115004000;UEB;236;13.2;47.2;60.8;4;0;6.5;-2.9;51.0
392;20230115005000;UEB;235;13.3;47.9;61.9;4;0;6.5;-2.7;51.9
392;20230115010000;UEB;236;13.8;49.7;64.8;4;0;6.5;-2.4;53.1
392;20230115011000;UEB;239;13.5;48.2;63.4;4;0;6.2;-1.8;56.3
392;20230115012000;UEB;235;14.7;52.6;65.2;4;0;6.0;-1.3;59.6
392;20230115013000;UEB;237;15.3;55.1;63.7;4;0;5.9;-0.8;61.9
392;20230115014000;UEB;239;16.2;58.3;65.9;4;0;5.7;-0.7;63.2
392;20230115015000;UEB;237;15.2;54.7;62.3;4;0;5.6;-0.4;65.2
392;20230115020000;UEB;236;14.4;51.8;61.2;4;0;5.4;-0.3;66.7
392;20230115021000;UEB;236;13.8;49.7;60.1;4;0;5.3;0.0;68.7
392;20230115022000;UEB;236;12.2;43.6;57.2;4;0;5.4;0.0;68.3
392;20230115023000;UEB;235;13.3;47.5;58.7;4;0;5.2;0.6;71.9
392;20230115024000;UEB;235;13.7;49.0;58.7;4;0;4.9;0.9;75.3
392;20230115025000;UEB;236;13.8;49.7;57.2;4;0;4.7;1.2;77.9
392;20230115030000;UEB;234;14.9;53.3;63.7;3;0;5.5;0.7;71.2
392;20230115031000;UEB;235;14.2;51.1;62.3;4;0;7.0;0.5;63.2
392;20230115032000;UEB;235;15.4;55.4;67.0;3;0;6.2;1.4;71.5
392;20230115033000;UEB;238;15.9;57.2;68.4;4;0;5.4;2.1;79.1
392;20230115034000;UEB;238;16.1;58.0;65.9;5;0;5.5;2.2;79.3
392;20230115035000;UEB;238;15.6;56.2;66.6;4;0;4.8;2.6;85.6
392;20230115040000;UEB;235;15.5;55.8;66.6;5;0;4.8;2.7;86.0
392;20230115041000;UEB;235;16.6;59.4;69.5;4;0;5.8;2.7;80.5
392;20230115042000;UEB;233;16.4;59.0;70.6;3;0;5.8;2.7;80.4
392;20230115043000;UEB;234;17.5;62.6;78.8;4;0;5.9;2.8;80.7
392;20230115044000;UEB;236;16.6;59.8;73.8;4;0;5.6;3.0;83.5
392;20230115045000;UEB;235;16.2;58.0;71.6;4;0;5.7;2.9;82.3
392;20230115050000;UEB;235;16.9;60.8;72.0;3;0;5.8;3.2;83.1
392;20230115051000;UEB;233;16.9;60.8;70.6;4;0;6.3;3.0;79.4
392;20230115052000;UEB;230;17.9;64.1;74.9;3;0;6.4;3.0;78.7
392;20230115053000;UEB;227;18.6;67.0;87.8;4;0;6.8;3.0;76.8
392;20230115054000;UEB;225;19.3;69.5;82.4;4;0;6.9;3.1;76.5
392;20230115055000;UEB;225;20.0;72.0;88.9;4;0;6.7;3.2;78.5
392;20230115060000;UEB;224;19.0;68.4;83.2;4;0;7.2;3.1;75.2
392;20230115061000;UEB;225;17.3;62.3;80.6;4;0;7.4;3.0;73.6
392;20230115062000;UEB;227;16.9;60.5;74.2;4;0;7.1;3.5;77.9
392;20230115063000;UEB;227;14.7;52.9;65.5;4;0;7.0;3.7;79.6
392;20230115064000;UEB;229;15.3;54.7;73.8;4;0;7.5;3.0;73.0
392;20230115065000;UEB;230;14.1;50.8;73.8;3;0;7.6;2.7;71.2
392;20230115070000;UEB;233;13.3;47.9;60.1;4;0;7.5;2.7;71.7
392;20230115071000;UEB;232;11.5;41.0;56.5;4;0;7.0;3.0;75.4
392;20230115072000;UEB;228;10.6;38.2;57.6;4;0;7.1;2.7;73.4
392;20230115073000;UEB;233;10.6;37.8;53.6;6;0;6.5;3.1;78.6
392;20230115074000;UEB;233;12.9;46.4;56.5;5;0;7.6;2.3;69.1
392;20230115075000;UEB;231;14.4;51.5;74.2;11;0;8.1;2.0;65.2
392;20230115080000;UEB;234;14.6;52.2;61.6;16;0;7.4;2.4;70.7
392;20230115081000;UEB;241;15.4;55.4;62.6;18;0;6.5;3.1;79.1
392;20230115082000;UEB;249;16.3;58.7;63.7;20;0;5.7;3.5;85.9
392;20230115083000;UEB;260;14.4;51.8;63.0;15;0;5.0;4.2;94.3
392;20230115084000;UEB;267;14.2;50.8;75.6;10;0;5.0;4.2;94.4
392;20230115085000;UEB;284;13.4;47.2;61.9;15;0;3.3;2.9;97.0
392;20230115090000;UEB;291;14.9;53.3;70.9;16;0;2.3;1.8;96.7
392;20230115091000;UEB;288;17.2;61.9;70.2;18;0;1.8;1.4;97.1
392;20230115092000;UEB;288;16.1;57.6;68.4;16;0;1.7;1.2;96.8
392;20230115093000;UEB;288;16.1;58.0;66.6;27;0;1.5;0.8;95.0
392;20230115094000;UEB;286;16.1;57.6;68.0;28;0;1.2;0.5;95.3
392;20230115095000;UEB;283;14.8;52.9;67.7;26;0;1.2;0.4;94.7
392;20230115100000;UEB;279;12.7;45.4;60.5;25;0;0.9;0.4;96.4
392;20230115101000;UEB;278;13.5;48.2;64.4;26;0;1.3;0.4;93.7
392;20230115102000;UEB;278;13.8;49.3;70.2;22;0;0.8;0.3;96.5
392;20230115103000;UEB;275;14.1;50.4;66.6;31;0;0.5;0.1;96.9
392;20230115104000;UEB;269;13.8;49.3;61.9;40;0;0.3;-0.1;97.0
392;20230115105000;UEB;259;12.4;44.3;59.4;34;0;0.5;-0.1;95.7
392;20230115110000;UEB;258;12.9;46.1;64.4;32;0;0.4;-0.2;95.5
392;20230115111000;UEB;261;14.3;51.1;64.8;35;0;0.0;-0.2;98.3
392;20230115112000;UEB;256;13.3;47.9;57.6;33;0;-0.1;-0.4;97.5
392;20230115113000;UEB;256;13.8;49.7;68.0;31;0;-0.1;-0.8;95.2
392;20230115114000;UEB;259;13.5;48.2;61.9;27;0;0.3;-0.5;94.6
392;20230115115000;UEB;259;14.7;52.9;69.8;32;0;0.0;-0.7;95.0
392;20230115120000;UEB;260;13.3;47.9;68.4;31;0;0.1;-0.8;93.4
392;20230115121000;UEB;255;12.5;44.6;54.0;32;0;0.1;-0.7;94.5
392;20230115122000;UEB;252;12.8;46.1;60.8;28;0;0.3;-0.9;91.9
392;20230115123000;UEB;244;11.8;42.5;58.3;29;0;-0.2;-1.0;94.0
392;20230115124000;UEB;246;13.1;47.2;56.5;32;0;-0.2;-1.2;92.9
392;20230115125000;UEB;244;12.9;46.4;59.0;30;0;-0.3;-1.4;92.6
392;20230115130000;UEB;246;14.6;52.6;59.8;31;0;-0.4;-1.2;94.5
392;20230115131000;UEB;245;14.6;52.6;59.0;29;0;-0.3;-1.2;93.8
392;20230115132000;UEB;242;14.9;53.3;67.7;32;0;0.0;-2.1;85.8
392;20230115133000;UEB;233;15.4;55.1;66.2;34;0;-0.2;-1.3;92.1
392;20230115134000;UEB;230;14.5;51.8;61.6;35;0;-0.3;-1.4;92.1
392;20230115135000;UEB;228;14.8;52.9;63.7;29;0;-0.4;-1.8;90.2
392;20230115140000;UEB;233;13.4;48.2;57.2;29;0;-0.5;-1.9;90.1
392;20230115141000;UEB;233;12.4;44.6;54.4;26;0;-0.5;-2.4;86.8
392;20230115142000;UEB;235;12.2;43.9;55.8;27;0;-0.5;-2.6;85.8
392;20230115143000;UEB;235;11.9;42.8;49.3;28;0;-0.4;-2.6;85.0
392;20230115144000;UEB;239;12.5;44.6;52.2;31;0;-0.4;-2.6;84.8
392;20230115145000;UEB;240;12.1;43.2;53.6;29;0;-0.5;-2.6;85.8
392;20230115150000;UEB;240;11.7;42.1;50.8;34;0;-0.5;-2.5;86.6
392;20230115151000;UEB;238;11.2;40.3;49.3;53;0;-0.4;-2.3;87.0
392;20230115152000;UEB;239;12.6;45.4;53.6;75;1;-0.5;-2.3;87.7
392;20230115153000;UEB;236;12.5;45.0;56.9;61;1;-0.5;-2.3;87.6
392;20230115154000;UEB;236;12.7;45.7;57.2;62;0;-0.4;-2.8;83.7
392;20230115155000;UEB;237;13.3;47.9;56.9;41;0;-0.6;-2.4;87.7
392;20230115160000;UEB;237;13.5;48.6;54.7;16;0;-0.6;-2.5;86.7
392;20230115161000;UEB;235;13.3;47.9;56.9;7;0;-0.5;-2.9;83.9
392;20230115162000;UEB;237;14.1;50.8;58.7;4;0;-0.6;-3.0;83.8
392;20230115163000;UEB;240;14.2;51.1;60.5;4;0;-0.5;-3.1;82.6
392;20230115164000;UEB;240;14.6;52.6;61.9;4;0;-0.5;-3.1;82.7
392;20230115165000;UEB;243;14.5;51.8;61.2;3;0;-0.6;-3.0;83.5
392;20230115170000;UEB;245;14.1;50.4;58.7;3;0;-0.8;-2.6;87.6
392;20230115171000;UEB;245;13.9;50.0;60.8;4;0;-0.7;-2.4;88.2
392;20230115172000;UEB;244;13.9;50.0;60.5;3;0;-0.9;-2.3;90.2
392;20230115173000;UEB;243;13.3;47.9;59.0;4;0;-0.7;-2.5;87.6
392;20230115174000;UEB;245;13.4;48.2;55.8;4;0;-0.6;-2.8;85.0
392;20230115175000;UEB;245;13.2;47.5;59.0;3;0;-0.8;-3.0;85.2
392;20230115180000;UEB;242;12.5;45.0;58.3;3;0;-0.9;-2.5;88.8
392;20230115181000;UEB;241;12.6;45.4;55.4;4;0;-0.8;-2.7;86.8
392;20230115182000;UEB;239;12.3;44.3;55.8;3;0;-0.6;-3.1;82.9
392;20230115183000;UEB;236;12.6;45.4;53.3;4;0;-0.6;-3.3;81.9
392;20230115184000;UEB;238;11.7;42.1;51.1;4;0;-0.9;-3.0;85.8
392;20230115185000;UEB;238;11.3;40.7;51.1;4;0;-0.9;-3.2;84.6
392;20230115190000;UEB;238;10.2;36.7;49.7;4;0;-1.0;-3.1;85.6
392;20230115191000;UEB;239;10.2;36.4;46.8;4;0;-0.9;-3.3;83.6
392;20230115192000;UEB;241;10.2;36.7;47.5;4;0;-1.0;-3.5;83.2
392;20230115193000;UEB;239;10.2;36.4;45.7;4;0;-1.1;-3.5;84.0
392;20230115194000;UEB;237;10.7;38.5;44.6;4;0;-1.0;-3.9;80.7
392;20230115195000;UEB;239;10.6;38.2;48.2;4;0;-1.0;-4.2;79.0
392;20230115200000;UEB;238;10.3;36.7;45.4;4;0;-1.0;-4.4;77.9
392;20230115201000;UEB;238;9.8;35.3;44.6;4;0;-1.1;-4.3;78.6
392;20230115202000;UEB;241;10.0;36.0;47.5;4;0;-1.2;-4.4;78.9
392;20230115203000;UEB;241;10.0;35.6;45.4;4;0;-1.2;-4.4;78.8
392;20230115204000;UEB;239;9.8;35.3;41.8;4;0;-1.3;-4.1;80.9
392;20230115205000;UEB;239;11.1;40.0;50.8;4;0;-1.2;-4.5;78.0
392;20230115210000;UEB;240;12.5;45.0;55.4;4;0;-1.3;-4.3;80.0
392;20230115211000;UEB;241;12.2;43.9;53.3;4;0;-1.3;-4.3;79.9
392;20230115212000;UEB;239;12.2;43.9;54.7;4;0;-1.3;-4.5;78.7
392;20230115213000;UEB;232;11.0;39.2;51.8;4;0;-1.4;-4.4;80.2
392;20230115214000;UEB;234;12.0;43.2;53.6;4;0;-1.4;-4.1;81.7
392;20230115215000;UEB;236;13.3;47.9;59.4;4;0;-1.4;-4.1;81.5
392;20230115220000;UEB;233;13.5;48.2;58.0;3;0;-1.1;-4.7;76.6
392;20230115221000;UEB;234;13.3;47.9;59.8;3;0;-0.9;-5.5;71.2
392;20230115222000;UEB;235;13.2;47.5;64.4;4;0;-1.2;-4.9;76.0
392;20230115223000;UEB;233;13.2;47.2;62.3;4;0;-1.3;-4.7;77.7
392;20230115224000;UEB;229;13.2;47.5;61.6;4;0;-1.2;-4.8;76.4
392;20230115225000;UEB;225;12.1;43.6;53.3;4;0;-1.6;-4.2;82.2
392;20230115230000;UEB;220;11.6;41.8;49.0;4;0;-1.4;-4.2;81.1
392;20230115231000;UEB;224;13.1;47.2;53.3;4;0;-1.2;-4.3;79.2
392;20230115232000;UEB;225;13.2;47.5;53.6;4;0;-0.8;-5.2;72.3
392;20230115233000;UEB;227;12.9;46.4;52.9;3;0;-0.9;-5.0;73.7
392;20230115234000;UEB;225;14.1;50.8;56.5;3;0;-0.6;-5.1;71.4
392;20230115235000;UEB;226;14.4;51.8;58.0;4;0;-0.5;-5.2;70.5
392;20230116000000;UEB;231;13.7;49.3;55.1;3;0;-0.4;-5.3;69.4
392;20230116001000;UEB;232;12.8;46.1;52.9;4;0;-0.4;-5.4;69.0
392;20230116002000;UEB;230;12.2;43.9;51.8;4;0;-0.9;-4.6;75.8
392;20230116003000;UEB;231;13.2;47.2;56.2;4;0;-0.4;-5.1;70.5
392;20230116004000;UEB;233;12.7;45.7;55.4;3;0;-0.3;-5.4;68.5
392;20230116005000;UEB;237;12.3;44.3;51.5;4;0;-0.2;-5.6;66.7
392;20230116010000;UEB;238;11.0;39.6;47.2;4;0;-0.5;-5.5;69.0
392;20230116011000;UEB;233;9.9;35.6;40.0;4;0;-0.8;-5.2;72.3
392;20230116012000;UEB;232;11.3;40.3;50.4;4;0;-0.6;-5.4;69.9
392;20230116013000;UEB;233;11.0;39.6;48.6;4;0;-0.8;-5.2;72.0
392;20230116014000;UEB;235;11.0;39.6;47.9;4;0;-0.8;-5.3;71.4
392;20230116015000;UEB;237;10.9;39.2;45.7;4;0;-0.8;-5.2;72.2
392;20230116020000;UEB;236;11.1;40.0;46.8;4;0;-0.8;-5.2;71.8
392;20230116021000;UEB;232;11.7;41.8;48.2;4;0;-0.9;-5.3;72.0
392;20230116022000;UEB;230;11.9;42.8;49.3;4;0;-0.8;-5.4;70.9
392;20230116023000;UEB;227;11.6;41.8;47.5;4;0;-0.7;-5.7;68.8
392;20230116024000;UEB;228;11.5;41.4;46.1;4;0;-0.9;-5.8;69.5
392;20230116025000;UEB;226;10.6;38.2;41.8;4;0;-0.7;-5.9;67.7
392;20230116030000;UEB;226;8.4;30.2;37.4;4;0;-0.9;-5.9;69.0
392;20230116031000;UEB;220;7.6;27.4;29.2;4;0;-1.0;-5.9;69.2
392;20230116032000;UEB;217;7.1;25.6;28.4;4;0;-0.8;-6.4;65.9
392;20230116033000;UEB;215;6.9;24.8;28.4;4;0;-0.8;-6.5;65.2
392;20230116034000;UEB;209;7.1;25.6;30.2;4;0;-0.6;-6.7;63.4
392;20230116035000;UEB;211;8.4;30.2;34.9;4;0;-0.5;-7.5;59.1
392;20230116040000;UEB;214;8.7;31.0;41.4;4;0;-0.2;-7.7;56.7
392;20230116041000;UEB;203;7.7;27.7;36.4;4;0;-0.2;-7.7;56.7
392;20230116042000;UEB;208;8.0;28.4;37.4;4;0;0.1;-8.2;53.7
392;20230116043000;UEB;214;8.4;29.9;37.1;4;0;0.4;-8.2;52.4
392;20230116044000;UEB;215;8.7;31.3;38.9;4;0;0.3;-8.0;53.4
392;20230116045000;UEB;211;8.3;29.5;37.8;4;0;0.2;-8.4;52.3
392;20230116050000;UEB;205;8.5;30.2;37.1;4;0;0.4;-8.5;51.1
392;20230116051000;UEB;202;8.7;31.3;37.8;4;0;0.5;-9.0;48.8
392;20230116052000;UEB;205;8.4;29.9;35.6;4;0;0.6;-9.1;48.3
392;20230116053000;UEB;213;8.9;31.7;37.8;4;0;0.7;-8.8;48.9
392;20230116054000;UEB;213;8.3;29.5;36.4;4;0;0.7;-9.1;47.7
392;20230116055000;UEB;210;8.0;28.4;37.1;4;0;0.7;-9.1;47.7
392;20230116060000;UEB;208;7.3;26.3;33.1;4;0;0.6;-9.3;47.3
392;20230116061000;UEB;203;6.0;21.2;30.2;4;0;0.7;-9.2;47.3
392;20230116062000;UEB;194;4.8;17.3;20.9;4;0;0.8;-9.4;46.3
392;20230116063000;UEB;189;4.2;15.1;18.7;4;0;0.9;-9.7;44.9
392;20230116064000;UEB;182;3.2;11.5;15.1;4;0;0.6;-10.2;44.1
392;20230116065000;UEB;179;3.2;11.5;15.8;4;0;0.6;-10.5;43.1
392;20230116070000;UEB;162;2.3;7.9;16.6;5;0;0.7;-11.2;40.3
392;20230116071000;UEB;145;2.1;7.2;13.3;9;0;0.9;-11.2;40.0
392;20230116072000;UEB;164;2.8;9.7;16.6;12;1;1.0;-11.5;38.5
392;20230116073000;UEB;177;3.1;11.2;16.2;39;8;0.9;-11.3;39.7
392;20230116074000;UEB;175;3.2;11.5;18.4;24;0;1.0;-11.7;38.1
392;20230116075000;UEB;172;3.4;12.2;19.1;22;0;0.9;-11.6;38.6
392;20230116080000;UEB;173;2.3;8.3;13.0;28;0;0.7;-11.5;39.5
392;20230116081000;UEB;189;1.8;6.5;9.4;40;0;0.7;-11.7;39.0
392;20230116082000;UEB;212;2.1;7.6;9.0;44;0;0.6;-12.0;38.2
392;20230116083000;UEB;217;2.9;10.4;12.6;41;0;0.9;-12.5;36.0
392;20230116084000;UEB;179;1.8;6.1;9.7;39;0;0.7;-12.0;37.8
392;20230116085000;UEB;229;2.8;7.2;17.3;45;0;-1.3;-10.2;50.6
392;20230116090000;UEB;270;6.3;22.3;30.6;56;0;-1.9;-1.9;100.0
392;20230116091000;UEB;274;5.7;20.5;29.2;73;0;-1.2;-7.6;61.5
392;20230116092000;UEB;266;7.1;25.2;31.3;81;0;-1.5;-6.8;67.2
392;20230116093000;UEB;261;7.7;27.7;34.6;69;0;-1.2;-7.5;62.2
392;20230116094000;UEB;258;8.4;30.2;36.7;57;0;-0.7;-7.7;59.1
392;20230116095000;UEB;261;8.4;30.2;37.8;44;0;-0.5;-7.5;59.0
392;20230116100000;UEB;256;10.1;36.4;46.1;49;0;-0.2;-8.4;53.9
392;20230116101000;UEB;247;9.3;33.5;37.8;87;0;1.0;-9.3;46.1
392;20230116102000;UEB;238;10.0;36.0;40.3;140;0;0.8;-8.9;48.3
392;20230116103000;UEB;240;11.9;42.8;45.4;95;0;-0.8;-6.3;66.1
392;20230116104000;UEB;239;12.2;43.9;47.9;86;0;-0.7;-6.2;66.4
392;20230116105000;UEB;229;11.0;39.6;49.0;55;0;2.1;-8.1;46.7
392;20230116110000;UEB;232;11.8;42.5;49.3;54;0;1.6;-8.3;47.6
392;20230116111000;UEB;236;12.3;44.3;50.0;61;0;1.0;-6.5;57.2
392;20230116112000;UEB;231;12.9;46.4;55.1;61;0;1.0;-5.0;64.2
392;20230116113000;UEB;214;13.6;48.6;58.7;46;0;0.4;-3.9;72.9
392;20230116114000;UEB;211;11.5;41.0;51.5;58;0;1.0;-5.5;61.6
392;20230116115000;UEB;223;11.8;42.5;55.1;53;0;0.6;-5.9;61.8
392;20230116120000;UEB;223;14.0;50.0;71.6;68;0;0.9;-4.4;67.7
392;20230116121000;UEB;215;18.1;64.8;73.8;101;0;1.2;-5.5;61.1
392;20230116122000;UEB;213;18.0;64.4;74.5;128;0;1.1;-4.3;67.0
392;20230116123000;UEB;219;15.8;56.9;65.5;156;0;1.0;-5.0;64.3
392;20230116124000;UEB;223;16.9;60.8;76.0;247;1;1.3;-5.1;62.4
392;20230116125000;UEB;221;17.5;63.0;81.4;383;8;1.7;-5.0;61.0
392;20230116130000;UEB;218;15.0;54.0;75.2;415;9;1.6;-5.7;58.4
392;20230116131000;UEB;217;13.7;49.0;61.6;148;0;1.2;-4.8;64.3
392;20230116132000;UEB;218;14.1;50.8;61.2;115;0;0.8;-5.1;64.8
