station;termin;nat_abbr;cc1000s0;ccl000s0;nto000s0;vho000s0;wat000s0
75;20230705174000;BAS;8;;1;84;1
75;20230706055000;BAS;6;;7;86;1
75;20230706114000;BAS;6;;3;86;2
