station;termin;nat_abbr;cc1000s0;ccl000s0;nto000s0;vho000s0;wat000s0
75;20220810114000;BAS;;;0;85;2
75;20220810174000;BAS;0;;1;84;2
75;20220811054000;BAS;;;0;84;2
75;20220811114000;BAS;0;;1;84;2
75;20220811175000;BAS;3;;4;84;3
75;20220812055000;BAS;0;;1;84;1
75;20220812114000;BAS;6;;1;84;2
75;20220812174000;BAS;6;;2;86;2
75;20220813055000;BAS;;;0;86;2
75;20220813114000;BAS;0;;1;86;2
75;20220813174000;BAS;0;;1;85;2
75;20220814055000;BAS;0;;6;85;2
75;20220814114000;BAS;8;;7;80;3
75;20220814174000;BAS;3;;7;83;15
75;20220815055000;BAS;6;;5;84;1
75;20220815114000;BAS;9;;7;50;96
75;20220815174000;BAS;6;;5;81;1
75;20220816055000;BAS;;;0;;2
75;20220816115000;BAS;8;;1;84;2
75;20220816174000;BAS;8;;3;82;3
75;20220817054000;BAS;6;;6;82;21
75;20220817115000;BAS;8;;7;82;2
75;20220817174000;BAS;9;;8;50;97
75;20220818055000;BAS;7;;7;80;2
75;20220818114000;BAS;6;;8;80;2
75;20220818174000;BAS;8;;8;75;2
75;20220819054000;BAS;7;;8;63;10
75;20220819114000;BAS;8;;8;70;15
75;20220819174000;BAS;8;;7;60;80
75;20220820055000;BAS;7;;8;57;25
75;20220820115000;BAS;7;;7;84;3
75;20220820174000;BAS;8;;5;86;2
75;20220821055000;BAS;7;;4;81;3
75;20220821114000;BAS;8;;5;86;2
75;20220821174000;BAS;8;;7;86;3
75;20220822055000;BAS;8;;1;86;1
75;20220822114000;BAS;8;;1;86;2
75;20220822174000;BAS;8;;4;86;3
75;20220823054000;BAS;0;;1;87;2
75;20220823114000;BAS;8;;1;84;2
75;20220823174000;BAS;0;;2;82;2
75;20220824054000;BAS;0;;4;81;3
75;20220824114000;BAS;0;;6;84;2
75;20220824174000;BAS;0;;6;84;1
75;20220825055000;BAS;0;;1;86;2
75;20220825114000;BAS;8;;2;84;2
75;20220825174000;BAS;8;;1;85;2
75;20220826054000;BAS;0;;5;82;2
75;20220826115000;BAS;8;;4;82;1
75;20220826174000;BAS;8;;7;80;15
75;20220827054000;BAS;8;;8;75;2
75;20220827114000;BAS;8;;5;80;1
75;20220827174000;BAS;9;;6;50;10
75;20220828055000;BAS;7;;8;59;10
75;20220828115000;BAS;8;;4;70;1
75;20220828174000;BAS;8;;2;80;1
75;20220829055000;BAS;0;;2;80;2
75;20220829114000;BAS;8;;1;82;3
75;20220829174000;BAS;3;;6;84;2
75;20220830055000;BAS;3;;7;75;2
75;20220830114000;BAS;8;;7;82;3
75;20220830175000;BAS;8;;8;81;2
75;20220831055000;BAS;7;;8;50;52
75;20220831114000;BAS;8;;4;83;1
75;20220831174000;BAS;8;;4;82;2
75;20220901054000;BAS;7;;1;70;40
75;20220901114000;BAS;8;;7;80;3
75;20220901174000;BAS;8;;1;86;1
75;20220902054000;BAS;0;;1;84;1
75;20220902114000;BAS;8;;4;82;2
75;20220902174000;BAS;8;;7;82;25
75;20220903055000;BAS;8;;6;80;25
75;20220903114000;BAS;8;;7;70;1
75;20220903174000;BAS;6;;7;86;2
75;20220904055000;BAS;7;;1;84;1
75;20220904114000;BAS;8;;2;84;2
75;20220904174000;BAS;0;;1;84;2
75;20220905054000;BAS;3;;3;86;2
75;20220905115000;BAS;8;;1;86;2
75;20220905174000;BAS;9;;2;86;3
75;20220906055000;BAS;6;;7;81;3
75;20220906115000;BAS;5;;8;58;81
75;20220906174000;BAS;6;;5;83;1
75;20220907054000;BAS;0;;2;81;2
75;20220907114000;BAS;3;;6;83;2
75;20220907174000;BAS;8;;8;80;80
75;20220908055000;BAS;8;;7;84;15
75;20220908114000;BAS;8;;2;86;2
75;20220908174000;BAS;6;;4;86;2
75;20220909054000;BAS;6;;7;81;2
75;20220909114000;BAS;8;;6;84;2
75;20220909174000;BAS;8;;7;84;2
75;20220910054000;BAS;8;;7;84;15
75;20220910115000;BAS;8;;6;82;1
75;20220910174000;BAS;6;;7;82;1
75;20220911055000;BAS;8;;4;84;1
75;20220911115000;BAS;8;;2;88;2
75;20220911174000;BAS;8;;2;88;1
75;20220912054000;BAS;0;;1;88;2
75;20220912114000;BAS;0;;1;88;2
75;20220912174000;BAS;3;;3;88;2
75;20220913055000;BAS;3;;1;89;2
75;20220913114000;BAS;3;;8;82;3
75;20220913174000;BAS;6;;8;80;3
75;20220914054000;BAS;6;;7;82;1
75;20220914115000;BAS;6;;8;80;2
75;20220914174000;BAS;8;;7;80;60
75;20220915054000;BAS;7;;6;81;2
75;20220915114000;BAS;6;;6;82;1
75;20220915174000;BAS;6;;8;80;21
75;20220916055000;BAS;7;;6;80;3
75;20220916114000;BAS;8;;7;80;2
75;20220916174000;BAS;8;;7;84;14
75;20220917054000;BAS;8;;7;81;2
75;20220917114000;BAS;;;3;;
75;20220917115000;BAS;;;;75;2
75;20220917174000;BAS;;;6;;
75;20220917175000;BAS;;;;70;3
75;20220918055000;BAS;8;;2;82;2
75;20220918115000;BAS;8;;2;84;2
75;20220918175000;BAS;6;;7;85;3
75;20220919054000;BAS;6;;7;89;2
75;20220919114000;BAS;8;;1;86;2
75;20220919174000;BAS;6;;1;88;2
75;20220920055000;BAS;;;0;86;2
75;20220920114000;BAS;8;;4;84;2
75;20220920174000;BAS;6;;2;82;2
75;20220921054000;BAS;;;9;10;47
75;20220921114000;BAS;8;;6;83;2
75;20220921173000;BAS;6;;1;84;0
75;20220922054000;BAS;0;;1;88;2
75;20220922114000;BAS;8;;1;85;2
75;20220922173000;BAS;0;;1;84;2
75;20220923054000;BAS;1;;7;82;3
75;20220923114000;BAS;8;;7;82;2
75;20220923174000;BAS;8;;7;84;2
75;20220924054000;BAS;7;;8;57;63
75;20220924114000;BAS;6;;7;75;25
75;20220924174000;BAS;6;;6;81;1
75;20220925055000;BAS;;;9;3;45
75;20220925115000;BAS;6;;7;68;1
75;20220925174000;BAS;6;;5;68;1
75;20220926054000;BAS;8;;7;80;1
75;20220926114000;BAS;8;;7;82;1
75;20220926174000;BAS;6;;8;83;2
75;20220927055000;BAS;8;;7;75;25
75;20220927114000;BAS;6;;7;80;25
75;20220927174000;BAS;8;;7;70;15
75;20220928053000;BAS;7;;8;15;63
75;20220928114000;BAS;7;;8;40;63
75;20220928174000;BAS;7;;8;65;61
75;20220929054000;BAS;7;;8;30;63
75;20220929115000;BAS;8;;8;60;60
75;20220929174000;BAS;6;;7;65;1
75;20220930054000;BAS;;;9;9;47
75;20220930114000;BAS;7;;7;62;10
75;20220930174000;BAS;6;;2;84;1
75;20221001054000;BAS;7;;8;80;16
75;20221001114000;BAS;6;;8;65;62
75;20221001174000;BAS;6;;8;56;21
75;20221002054000;BAS;6;;7;82;2
75;20221002114000;BAS;8;;7;75;1
75;20221002174000;BAS;8;;6;70;15
75;20221003054000;BAS;7;;8;15;10
75;20221003114000;BAS;8;;7;70;3
75;20221003175000;BAS;6;;6;83;2
75;20221004055000;BAS;;;9;6;45
75;20221004114000;BAS;0;;2;86;2
75;20221004174000;BAS;3;;1;82;2
75;20221005054000;BAS;;;9;4;47
75;20221005115000;BAS;0;;1;85;1
75;20221005174000;BAS;3;;1;86;2
75;20221006054000;BAS;6;;6;75;2
75;20221006114000;BAS;7;;7;70;1
75;20221006174000;BAS;3;;3;82;2
75;20221007055000;BAS;6;;6;65;1
75;20221007115000;BAS;3;;1;70;1
75;20221007175000;BAS;8;;7;80;1
75;20221008054000;BAS;6;;7;62;10
75;20221008115000;BAS;6;;6;68;2
75;20221008174000;BAS;6;;5;86;2
75;20221009055000;BAS;;;9;1;45
75;20221009115000;BAS;7;;3;80;2
75;20221009175000;BAS;6;;6;82;2
75;20221010054000;BAS;6;;7;75;60
75;20221010114000;BAS;8;;1;81;2
75;20221010174000;BAS;6;;4;82;2
75;20221011055000;BAS;7;;8;57;10
75;20221011114000;BAS;7;;8;56;10
75;20221011174000;BAS;7;;8;60;10
75;20221012054000;BAS;7;;8;30;10
75;20221012114000;BAS;7;;7;60;5
75;20221012174000;BAS;;;0;65;2
75;20221013055000;BAS;7;;7;70;40
75;20221013114000;BAS;6;;8;80;2
75;20221013174000;BAS;7;;8;62;58
75;20221014054000;BAS;7;;8;70;2
75;20221014115000;BAS;6;;8;65;21
75;20221014174000;BAS;6;;8;60;60
75;20221015054000;BAS;6;;7;82;1
75;20221015114000;BAS;6;;6;84;1
75;20221015175000;BAS;6;;5;84;1
75;20221016055000;BAS;6;;7;84;2
75;20221016115000;BAS;3;;7;84;2
75;20221016174000;BAS;3;;6;84;2
75;20221017055000;BAS;3;;6;86;2
75;20221017114000;BAS;0;;4;86;1
75;20221017174000;BAS;3;;4;84;2
75;20221018055000;BAS;7;;7;81;2
75;20221018114000;BAS;8;;1;84;2
75;20221018174000;BAS;6;;1;84;2
75;20221019054000;BAS;;;9;6;45
75;20221019114000;BAS;7;;5;81;3
75;20221019174000;BAS;7;;4;59;10
75;20221020054000;BAS;3;;7;80;2
75;20221020114000;BAS;6;;8;80;2
75;20221020174000;BAS;6;;8;60;15
75;20221021054000;BAS;7;;8;57;63
75;20221021114000;BAS;7;;8;60;81
75;20221021174000;BAS;6;;7;80;2
75;20221022055000;BAS;6;;7;56;10
75;20221022114000;BAS;8;;1;85;2
75;20221022174000;BAS;3;;4;82;3
75;20221023055000;BAS;3;;7;86;2
75;20221023115000;BAS;6;;7;84;2
75;20221023174000;BAS;6;;8;63;5
75;20221024055000;BAS;8;;8;84;15
75;20221024114000;BAS;8;;7;86;25
75;20221024174000;BAS;6;;2;86;1
75;20221025055000;BAS;;;9;1;45
75;20221025114000;BAS;0;;2;88;2
75;20221025174000;BAS;3;;7;65;2
75;20221026054000;BAS;7;;6;65;59
75;20221026114000;BAS;8;;4;81;3
75;20221026174000;BAS;3;;3;82;2
75;20221027055000;BAS;3;;1;84;2
75;20221027115000;BAS;0;;1;83;2
75;20221027174000;BAS;3;;2;82;2
75;20221028055000;BAS;3;;7;82;2
75;20221028114000;BAS;3;;5;83;2
75;20221028174000;BAS;0;;7;75;2
75;20221029055000;BAS;0;;1;60;10
75;20221029115000;BAS;1;;4;83;2
75;20221029174000;BAS;0;;6;81;2
75;20221030055000;BAS;3;;4;59;10
75;20221030115000;BAS;3;;7;84;2
75;20221030175000;BAS;0;;5;63;10
75;20221031055000;BAS;3;;7;80;2
75;20221031114000;BAS;3;;2;82;1
75;20221031174000;BAS;3;;7;80;3
75;20221101055000;BAS;6;;8;70;63
75;20221101114000;BAS;8;;4;86;1
75;20221101174000;BAS;6;;2;82;1
75;20221102054000;BAS;6;;5;75;2
75;20221102114000;BAS;6;;6;83;1
75;20221102175000;BAS;0;;7;82;2
75;20221103055000;BAS;3;;7;80;2
75;20221103115000;BAS;6;;8;83;3
75;20221103174000;BAS;8;;7;63;25
75;20221104055000;BAS;6;;8;81;2
75;20221104114000;BAS;6;;8;80;58
75;20221104174000;BAS;6;;7;82;25
75;20221105055000;BAS;7;;8;57;60
75;20221105114000;BAS;8;;7;80;1
75;20221105174000;BAS;3;;2;80;1
75;20221106055000;BAS;7;;6;62;10
75;20221106115000;BAS;7;;8;81;2
75;20221106180000;BAS;3;;8;84;2
75;20221107055000;BAS;6;;7;84;2
75;20221107114000;BAS;8;;7;84;3
75;20221107174000;BAS;3;;7;84;2
75;20221108055000;BAS;3;;5;81;2
75;20221108115000;BAS;3;;7;84;2
75;20221108175000;BAS;3;;6;81;2
75;20221109054000;BAS;7;;8;65;2
75;20221109114000;BAS;5;;8;65;61
75;20221109174000;BAS;5;;8;56;61
75;20221110060000;BAS;8;;1;82;1
75;20221110114000;BAS;8;;1;84;2
75;20221110174000;BAS;0;;1;82;2
75;20221111055000;BAS;7;;7;30;42
75;20221111114000;BAS;0;;7;75;2
75;20221111174000;BAS;0;;7;75;2
75;20221112055000;BAS;0;;7;65;40
75;20221112114000;BAS;7;;7;56;10
75;20221112174000;BAS;;;9;0;47
75;20221113055000;BAS;7;;8;58;10
75;20221113114000;BAS;7;;8;63;10
75;20221113174000;BAS;7;;6;65;1
75;20221114054000;BAS;7;;7;80;2
75;20221114114000;BAS;8;;8;84;2
75;20221114174000;BAS;6;;8;82;2
75;20221115055000;BAS;7;;8;80;51
75;20221115114000;BAS;;;7;;
75;20221115173000;BAS;6;;8;60;50
75;20221116054000;BAS;6;;7;65;20
75;20221116120000;BAS;6;;4;82;2
75;20221116174000;BAS;8;;7;70;3
75;20221117055000;BAS;8;;7;63;80
75;20221117114000;BAS;8;;6;80;2
75;20221117174000;BAS;8;;8;57;81
75;20221118055000;BAS;8;;7;57;60
75;20221118115000;BAS;6;;6;80;2
75;20221118174000;BAS;6;;7;82;2
75;20221119055000;BAS;8;;5;75;1
75;20221119114000;BAS;8;;7;83;2
75;20221119175000;BAS;8;;7;70;2
75;20221120055000;BAS;6;;7;65;25
75;20221120114000;BAS;8;;4;80;1
75;20221120174000;BAS;8;;8;70;3
75;20221121055000;BAS;7;;7;82;2
75;20221121114000;BAS;4;;7;84;3
75;20221121174000;BAS;6;;8;82;2
75;20221122055000;BAS;7;;8;70;2
75;20221122114000;BAS;6;;8;80;2
75;20221122174000;BAS;6;;7;80;2
75;20221123053000;BAS;;;0;82;2
75;20221123115000;BAS;3;;3;86;3
75;20221123174000;BAS;6;;7;80;21
75;20221124055000;BAS;8;;7;63;10
75;20221124114000;BAS;8;;6;82;15
75;20221124174000;BAS;6;;5;81;1
75;20221125055000;BAS;8;;7;62;10
75;20221125115000;BAS;6;;7;62;20
75;20221125174000;BAS;6;;7;82;3
75;20221126055000;BAS;6;;2;81;2
75;20221126115000;BAS;7;;4;57;10
75;20221126174000;BAS;7;;8;40;10
75;20221127054000;BAS;7;;7;57;10
75;20221127114000;BAS;3;;6;84;2
75;20221127174000;BAS;4;;8;80;3
75;20221128055000;BAS;7;;8;66;2
75;20221128115000;BAS;6;;8;65;2
75;20221128174000;BAS;6;;8;75;2
75;20221129055000;BAS;6;;8;59;10
75;20221129115000;BAS;6;;7;80;2
75;20221129175000;BAS;6;;8;40;80
75;20221130054000;BAS;6;;7;64;10
75;20221130114000;BAS;8;;7;59;14
75;20221130174000;BAS;6;;8;58;10
75;20221201054000;BAS;7;;8;63;10
75;20221201114000;BAS;7;;8;58;10
75;20221201174000;BAS;6;;8;40;50
75;20221202054000;BAS;7;;8;25;10
75;20221202114000;BAS;7;;8;40;10
75;20221202174000;BAS;7;;7;58;10
75;20221203054000;BAS;;;9;8;43
75;20221203114000;BAS;7;;8;58;10
75;20221203174000;BAS;7;;8;58;10
75;20221204055000;BAS;7;;8;50;10
75;20221204114000;BAS;7;;8;20;63
75;20221204174000;BAS;6;;8;40;10
75;20221205055000;BAS;6;;8;58;10
75;20221205114000;BAS;8;;3;65;1
75;20221205174000;BAS;6;;6;66;2
75;20221206055000;BAS;3;;4;57;10
75;20221206114000;BAS;8;;2;68;2
75;20221206174000;BAS;6;;7;57;10
75;20221207054000;BAS;6;;7;65;2
75;20221207114000;BAS;6;;5;68;1
75;20221207174000;BAS;6;;5;65;2
75;20221208054000;BAS;;;1;;
75;20221208114000;BAS;8;;2;20;10
75;20221208174000;BAS;;;9;1;47
75;20221209055000;BAS;7;;8;15;71
75;20221209114000;BAS;5;;8;6;73
75;20221209175000;BAS;7;;8;20;10
75;20221210055000;BAS;7;;8;5;73
75;20221210114000;BAS;7;;8;7;71
75;20221210175000;BAS;7;;8;8;71
75;20221211060000;BAS;7;;8;14;10
75;20221211114000;BAS;8;;7;57;10
75;20221211175000;BAS;8;;1;56;10
75;20221212055000;BAS;7;;7;57;10
75;20221212114000;BAS;7;;7;58;10
75;20221212174000;BAS;7;;6;56;10
75;20221213055000;BAS;;;0;50;10
75;20221213115000;BAS;7;;8;70;2
75;20221213174000;BAS;7;;8;56;70
75;20221214055000;BAS;6;;7;60;10
75;20221214114000;BAS;5;;8;13;63
75;20221214174000;BAS;7;;8;0;51
75;20221215055000;BAS;7;;8;50;51
75;20221215114000;BAS;;;9;2;47
75;20221215174000;BAS;;;9;0;45
75;20221216055000;BAS;7;;8;10;71
75;20221216115000;BAS;7;;7;65;22
75;20221216174000;BAS;7;;7;58;10
75;20221217055000;BAS;7;;8;30;10
75;20221217115000;BAS;7;;2;30;10
75;20221217174000;BAS;;;9;7;45
75;20221218055000;BAS;7;;1;5;48
75;20221218114000;BAS;2;;6;50;10
75;20221218175000;BAS;3;;7;57;10
75;20221219055000;BAS;7;;8;58;10
75;20221219114000;BAS;3;;7;75;1
75;20221219174000;BAS;3;;7;72;2
75;20221220055000;BAS;0;;7;64;10
75;20221220115000;BAS;6;;5;82;1
75;20221220175000;BAS;3;;7;80;2
75;20221221054000;BAS;6;;8;58;61
75;20221221114000;BAS;6;;8;63;10
75;20221221174000;BAS;6;;8;71;2
75;20221222055000;BAS;6;;7;75;2
75;20221222114000;BAS;8;;7;63;16
75;20221222174000;BAS;6;;8;62;25
75;20221223055000;BAS;6;;8;75;60
75;20221223114000;BAS;6;;8;69;58
75;20221223174000;BAS;6;;7;70;25
75;20221224055000;BAS;6;;8;62;5
75;20221224114000;BAS;8;;7;84;1
75;20221224174000;BAS;7;;8;61;58
75;20221225055000;BAS;6;;2;80;1
75;20221225114000;BAS;8;;6;85;2
75;20221225174000;BAS;6;;6;80;2
75;20221226054000;BAS;6;;7;80;2
75;20221226114000;BAS;5;;8;56;63
75;20221226175000;BAS;4;;8;75;1
75;20221227055000;BAS;6;;6;80;1
75;20221227115000;BAS;6;;7;82;2
75;20221227174000;BAS;6;;4;82;1
75;20221228054000;BAS;6;;4;63;10
75;20221228115000;BAS;3;;7;84;2
75;20221228174000;BAS;3;;3;82;1
75;20221229055000;BAS;6;;7;81;2
75;20221229115000;BAS;6;;7;82;2
75;20221229174000;BAS;8;;8;75;2
75;20221230055000;BAS;6;;1;80;2
75;20221230115000;BAS;6;;8;82;3
75;20221230174000;BAS;6;;7;60;80
