SHORT_NAME_TX;DESC_G_TX;NAME_G_TX;Art;TIME_GRANULARITY_TX;DECIMALS_NU;VALUE_RANGE_TX;DATA_TYPE_TX;SHORT_SIGN_TX;PARAMETER_ID
hns000d0;"Neuschneehöhe; Tagessumme 6 UTC - 6 UTC Folgetag";Schnee;aggregat;D;0;0..500;Integer;cm;579
hto000d0;"Schneehöhe; Morgenmessung von 6 UTC";Schnee;aggregat;D;0;0..1000;Integer;cm;580
