station;termin;nat_abbr;dk1towh0;fu3towh0;fu3towh1;gre000h0;sre000h0;ta1towh0;ta1towhn;ta1towhx;tdetowh0;uretowh0
392;20230101000000;UEB;232;50.4;72.7;4;0;11.7;11.1;12.0;5.3;65.0
392;20230101010000;UEB;235;46.8;65.2;4;0;10.9;10.6;11.3;5.5;69.5
392;20230101020000;UEB;236;50.0;71.6;4;0;11.2;10.7;11.5;5.4;67.6
392;20230101030000;UEB;239;41.8;62.6;4;0;10.8;10.6;11.0;5.5;70.0
392;20230101040000;UEB;232;52.9;71.6;4;0;10.9;10.6;11.1;5.5;69.2
392;20230101050000;UEB;232;55.4;75.2;4;0;10.5;10.2;10.9;5.4;70.7
392;20230101060000;UEB;232;62.3;82.4;4;0;10.4;9.7;11.0;5.2;70.6
392;20230101070000;UEB;236;52.6;75.6;4;0;10.6;10.4;11.0;4.8;67.3
392;20230101080000;UEB;238;47.5;69.5;41;29;10.4;10.1;10.9;4.7;68.0
392;20230101090000;UEB;232;46.1;60.5;118;34;9.9;9.6;10.1;4.8;70.4
392;20230101100000;UEB;238;41.4;59.0;202;56;9.7;9.4;10.1;4.8;71.3
392;20230101110000;UEB;231;35.6;47.2;291;60;10.2;10.0;10.4;4.7;68.8
392;20230101120000;UEB;233;30.2;46.1;341;60;10.9;10.3;11.2;4.5;64.7
392;20230101130000;UEB;243;14.0;26.6;324;60;10.9;10.8;11.1;4.6;65.0
392;20230101140000;UEB;222;5.4;14.4;254;60;11.4;10.9;11.9;4.7;63.2
392;20230101150000;UEB;166;5.4;18.4;136;53;11.8;11.6;12.2;4.0;58.7
392;20230101160000;UEB;171;14.8;25.2;30;0;12.4;12.1;12.7;2.2;49.6
392;20230101170000;UEB;178;13.7;30.2;4;0;12.5;11.3;13.1;1.6;47.6
392;20230101180000;UEB;186;16.6;22.0;4;0;12.2;11.6;12.6;1.9;49.5
392;20230101190000;UEB;220;18.4;26.6;4;0;11.4;11.2;11.6;3.2;56.9
392;20230101200000;UEB;230;20.9;27.4;4;0;11.4;11.2;11.6;2.7;55.0
392;20230101210000;UEB;223;24.5;31.7;4;0;11.3;10.7;11.6;2.7;55.3
392;20230101220000;UEB;228;21.2;31.0;4;0;11.2;10.9;11.4;2.8;56.3
392;20230101230000;UEB;189;9.7;19.1;4;0;11.1;10.8;11.4;2.5;55.4
392;20230102000000;UEB;233;5.0;14.4;4;0;10.7;10.5;10.9;3.0;58.8
392;20230102010000;UEB;242;18.0;29.5;4;0;10.8;10.7;11.1;2.3;55.5
392;20230102020000;UEB;233;27.0;37.4;4;0;11.4;11.0;11.6;1.4;50.3
392;20230102030000;UEB;239;36.4;45.0;4;0;11.3;10.5;11.8;0.7;48.3
392;20230102040000;UEB;236;32.0;43.9;4;0;11.5;11.0;11.7;0.4;46.5
392;20230102050000;UEB;235;30.2;36.7;4;0;11.5;11.3;11.7;-0.1;44.8
392;20230102060000;UEB;236;30.6;39.2;4;0;11.5;10.5;11.9;-0.3;44.2
392;20230102070000;UEB;236;33.1;43.6;4;0;11.5;11.1;11.7;-0.7;43.0
392;20230102080000;UEB;235;34.2;43.9;30;22;11.3;10.3;11.8;-1.0;42.6
392;20230102090000;UEB;237;37.8;47.5;66;0;11.2;10.7;11.9;-1.0;42.6
392;20230102100000;UEB;239;38.9;48.2;138;0;10.1;9.6;10.4;-0.8;46.5
392;20230102110000;UEB;251;43.6;56.2;180;0;9.9;9.4;10.1;-0.9;47.0
392;20230102120000;UEB;252;50.0;65.5;148;1;10.1;9.8;10.7;-0.9;46.3
392;20230102130000;UEB;241;43.9;62.3;248;47;10.1;9.9;10.2;0.0;49.5
392;20230102140000;UEB;229;41.4;62.3;123;17;10.3;10.2;10.5;0.5;50.6
392;20230102150000;UEB;233;35.6;46.4;55;0;10.0;9.8;10.1;1.4;55.1
392;20230102160000;UEB;238;41.4;58.3;9;0;9.9;9.7;10.0;1.8;57.1
392;20230102170000;UEB;235;45.4;57.6;4;0;9.2;8.9;9.5;2.4;62.4
392;20230102180000;UEB;244;40.7;53.3;4;0;8.2;7.8;8.7;3.3;71.0
392;20230102190000;UEB;246;36.7;49.0;4;0;7.5;7.4;7.7;3.6;76.2
392;20230102200000;UEB;256;30.6;47.9;4;0;7.0;6.6;7.5;4.1;82.1
392;20230102210000;UEB;254;30.2;46.4;4;0;6.1;5.8;6.5;5.4;95.8
392;20230102220000;UEB;260;21.2;31.0;3;0;5.8;5.7;5.8;5.6;99.3
392;20230102230000;UEB;252;13.3;19.4;3;0;5.8;5.7;6.2;5.2;96.0
392;20230103000000;UEB;242;11.5;16.9;3;0;5.6;5.5;5.8;5.6;99.4
392;20230103010000;UEB;248;7.9;15.1;3;0;5.3;5.1;5.7;4.0;91.0
392;20230103020000;UEB;204;9.0;14.8;3;0;5.2;5.0;5.2;4.5;95.3
392;20230103030000;UEB;236;13.0;15.5;3;0;5.3;5.2;5.3;4.8;96.9
392;20230103040000;UEB;256;10.8;14.0;3;0;5.0;4.9;5.2;4.6;97.1
392;20230103050000;UEB;264;6.8;12.2;3;0;5.2;5.1;5.3;1.1;75.3
392;20230103060000;UEB;249;7.2;11.2;3;0;4.8;4.6;5.0;2.8;87.5
392;20230103070000;UEB;242;7.9;11.2;3;0;4.7;4.5;4.7;3.1;89.6
392;20230103080000;UEB;243;4.0;7.6;6;0;4.4;4.2;4.5;3.6;94.9
392;20230103090000;UEB;300;2.9;7.6;32;0;4.1;4.0;4.2;3.8;97.8
392;20230103100000;UEB;294;5.0;7.2;53;0;4.1;3.9;4.3;3.3;94.3
392;20230103110000;UEB;283;3.6;6.8;73;0;4.0;3.4;4.4;3.1;94.2
392;20230103120000;UEB;289;7.6;11.2;87;0;3.7;3.1;4.1;2.8;93.4
392;20230103130000;UEB;280;10.8;14.8;82;0;3.7;3.6;3.8;2.8;93.9
392;20230103140000;UEB;287;9.0;15.5;65;0;3.8;3.6;3.9;2.4;90.2
392;20230103150000;UEB;307;11.2;14.0;20;0;3.8;3.7;4.0;1.4;84.1
392;20230103160000;UEB;276;6.8;10.4;10;0;4.2;4.1;4.4;1.1;80.0
392;20230103170000;UEB;256;6.1;11.2;3;0;4.2;4.2;4.3;1.0;79.5
392;20230103180000;UEB;240;5.8;8.3;4;0;4.3;4.0;4.5;1.3;80.8
392;20230103190000;UEB;230;6.1;14.4;4;0;4.5;4.3;4.7;2.5;87.1
392;20230103200000;UEB;220;5.8;14.8;4;0;4.2;4.0;4.5;1.4;82.5
392;20230103210000;UEB;217;5.8;9.0;4;0;4.1;4.0;4.2;1.7;84.0
392;20230103220000;UEB;223;8.3;16.6;4;0;4.4;4.1;4.6;2.0;84.5
392;20230103230000;UEB;230;19.1;22.7;4;0;4.5;4.3;4.6;2.2;85.1
392;20230104000000;UEB;225;21.6;28.8;4;0;4.0;3.7;4.2;3.0;93.1
392;20230104010000;UEB;232;24.1;32.0;4;0;3.6;3.3;3.9;3.1;96.4
392;20230104020000;UEB;235;29.2;44.6;4;0;3.4;3.3;3.6;2.8;96.1
392;20230104030000;UEB;230;40.3;48.6;4;0;3.4;3.3;3.5;2.0;90.5
392;20230104040000;UEB;226;43.9;52.9;4;0;3.8;3.7;3.9;1.6;85.5
392;20230104050000;UEB;223;38.5;42.8;4;0;3.5;3.2;3.8;2.0;90.1
392;20230104060000;UEB;224;33.1;40.3;4;0;2.9;2.6;3.2;2.2;94.8
392;20230104070000;UEB;225;38.9;47.2;4;0;3.1;2.8;3.7;2.0;92.7
392;20230104080000;UEB;229;37.8;49.3;32;5;3.1;2.5;3.6;2.1;93.0
392;20230104090000;UEB;236;38.5;47.5;108;0;3.1;2.9;3.4;2.4;94.7
392;20230104100000;UEB;237;39.2;53.3;97;0;3.2;3.0;3.3;2.5;95.2
392;20230104110000;UEB;232;38.9;52.9;88;0;3.3;3.2;3.3;2.8;96.9
392;20230104120000;UEB;231;45.0;57.6;128;0;3.7;3.4;3.9;2.7;93.6
392;20230104130000;UEB;232;45.0;56.9;74;0;4.3;4.0;4.5;2.0;85.0
392;20230104140000;UEB;237;45.4;60.1;42;0;4.6;4.2;4.8;1.1;78.1
392;20230104150000;UEB;240;44.3;63.4;30;0;4.8;4.6;5.0;1.7;80.6
392;20230104160000;UEB;240;56.2;73.4;9;0;5.3;4.9;5.5;1.2;74.8
392;20230104170000;UEB;238;51.8;63.4;4;0;5.5;5.4;5.6;1.1;73.3
392;20230104180000;UEB;233;55.4;72.7;4;0;5.9;5.7;6.0;1.8;74.8
392;20230104190000;UEB;234;55.4;71.3;4;0;6.0;5.9;6.1;1.9;74.7
392;20230104200000;UEB;233;59.0;80.6;4;0;6.2;5.9;6.3;3.0;80.1
392;20230104210000;UEB;234;55.1;73.8;4;0;6.4;6.3;6.5;3.6;82.4
392;20230104220000;UEB;237;55.1;74.9;4;0;6.5;6.3;6.6;3.7;82.1
392;20230104230000;UEB;240;59.0;75.2;4;0;6.2;5.7;6.5;4.3;87.8
392;20230105000000;UEB;239;59.8;78.1;3;0;5.6;5.3;5.8;4.9;95.5
392;20230105010000;UEB;237;57.2;73.4;4;0;6.1;5.8;6.5;4.9;92.6
392;20230105020000;UEB;233;58.7;74.9;4;0;6.2;6.0;6.3;4.8;91.1
392;20230105030000;UEB;237;58.0;73.8;4;0;6.2;6.0;6.5;5.2;93.0
392;20230105040000;UEB;238;58.7;75.6;3;0;6.0;5.9;6.1;5.4;96.0
392;20230105050000;UEB;238;56.9;77.8;3;0;6.1;6.0;6.1;5.6;97.0
392;20230105060000;UEB;240;56.5;74.9;3;0;6.2;6.1;6.3;5.7;96.8
392;20230105070000;UEB;238;58.0;72.0;3;0;6.2;6.2;6.3;5.8;97.0
392;20230105080000;UEB;239;56.2;69.1;17;0;6.3;6.2;6.3;5.8;96.9
392;20230105090000;UEB;240;56.5;69.8;49;0;6.4;6.3;6.4;6.0;97.1
392;20230105100000;UEB;244;51.1;71.3;67;0;6.2;6.2;6.3;5.8;97.3
392;20230105110000;UEB;246;42.1;54.4;138;0;6.2;6.1;6.3;5.8;97.3
392;20230105120000;UEB;243;34.2;51.5;87;0;6.4;6.3;6.5;6.2;98.2
392;20230105130000;UEB;237;35.3;51.1;69;0;6.4;6.3;6.4;6.1;98.2
392;20230105140000;UEB;233;28.8;42.5;87;0;6.4;6.4;6.5;6.3;98.8
392;20230105150000;UEB;238;32.8;43.9;32;0;6.6;6.4;6.8;6.2;97.5
392;20230105160000;UEB;243;37.4;45.7;12;0;6.8;6.6;7.0;5.9;93.8
392;20230105170000;UEB;243;34.6;41.4;3;0;7.0;6.9;7.1;5.8;91.9
392;20230105180000;UEB;236;25.9;34.2;3;0;7.1;6.9;7.3;5.5;89.3
392;20230105190000;UEB;229;20.5;26.6;4;0;6.9;6.7;7.0;5.8;92.4
392;20230105200000;UEB;222;20.5;23.8;4;0;7.0;6.9;7.1;5.6;90.7
392;20230105210000;UEB;228;22.0;25.9;4;0;7.3;7.1;7.4;5.0;84.9
392;20230105220000;UEB;227;15.8;18.0;4;0;7.5;7.3;7.7;4.2;79.6
392;20230105230000;UEB;220;13.7;16.9;4;0;7.6;7.3;7.8;4.5;80.7
392;20230106000000;UEB;201;9.4;13.3;4;0;7.1;6.9;7.4;4.8;85.6
392;20230106010000;UEB;182;10.8;13.3;4;0;7.2;7.1;7.3;4.3;82.0
392;20230106020000;UEB;170;4.3;10.4;4;0;7.0;6.9;7.1;3.9;80.5
392;20230106030000;UEB;221;13.0;23.0;4;0;6.9;6.6;7.2;3.7;80.4
392;20230106040000;UEB;272;18.0;20.2;4;0;6.7;6.4;6.9;4.2;84.2
392;20230106050000;UEB;291;18.4;22.0;4;0;5.5;5.0;6.2;5.1;97.7
392;20230106060000;UEB;285;17.3;22.0;4;0;4.9;4.7;5.1;4.5;97.2
392;20230106070000;UEB;273;19.8;24.8;4;0;4.5;4.4;4.7;4.2;98.2
392;20230106080000;UEB;234;22.0;28.1;11;0;4.4;4.3;4.5;3.8;95.9
392;20230106090000;UEB;239;24.1;28.4;38;0;4.1;3.8;4.2;3.8;97.9
392;20230106100000;UEB;245;25.2;29.5;81;0;3.9;3.5;4.3;3.4;96.4
392;20230106110000;UEB;246;28.4;35.3;142;0;3.9;3.5;4.3;3.2;95.7
392;20230106120000;UEB;243;22.3;31.7;112;0;3.7;3.5;3.9;3.3;97.2
392;20230106130000;UEB;217;20.5;27.0;101;0;3.6;3.5;3.6;3.4;98.9
392;20230106140000;UEB;213;22.7;29.9;106;0;3.7;3.6;4.0;3.2;96.5
392;20230106150000;UEB;214;21.6;29.2;51;0;3.8;3.6;3.9;3.0;94.6
392;20230106160000;UEB;228;17.6;22.0;13;0;3.7;3.6;3.8;3.2;96.5
392;20230106170000;UEB;233;17.6;23.0;4;0;3.6;3.5;3.7;3.1;96.5
392;20230106180000;UEB;249;16.2;22.7;4;0;3.5;3.3;3.8;3.0;96.5
392;20230106190000;UEB;273;7.9;13.7;4;0;3.9;3.5;4.5;3.1;94.1
392;20230106200000;UEB;226;10.1;14.0;4;0;3.5;3.3;3.8;2.9;96.1
392;20230106210000;UEB;210;7.9;10.8;4;0;3.3;3.2;3.5;2.9;97.7
392;20230106220000;UEB;194;11.5;16.6;4;0;3.2;3.1;3.4;2.9;97.8
392;20230106230000;UEB;203;12.2;14.8;3;0;3.3;3.1;3.4;2.7;95.9
392;20230107000000;UEB;211;7.6;12.6;4;0;3.6;3.4;3.7;2.3;91.4
392;20230107010000;UEB;215;5.8;10.4;4;0;3.3;3.2;3.5;2.2;92.3
392;20230107020000;UEB;210;3.2;9.0;4;0;2.9;2.7;3.1;2.0;93.6
392;20230107030000;UEB;166;2.5;10.1;4;0;2.7;2.5;2.8;2.0;95.1
392;20230107040000;UEB;90;3.6;8.6;4;0;2.3;2.3;2.4;2.0;97.4
392;20230107050000;UEB;119;4.3;9.0;4;0;2.2;2.1;2.3;2.0;98.7
392;20230107060000;UEB;174;4.3;10.8;4;0;2.0;1.9;2.1;1.8;98.9
392;20230107070000;UEB;219;9.7;16.9;4;0;1.9;1.8;1.9;1.7;98.8
392;20230107080000;UEB;227;15.1;21.6;8;0;1.8;1.7;1.9;1.4;97.4
392;20230107090000;UEB;231;19.1;25.9;42;0;1.9;1.7;2.0;0.8;92.7
392;20230107100000;UEB;229;20.5;27.4;81;0;1.9;1.8;2.0;0.9;93.0
392;20230107110000;UEB;229;20.9;29.2;290;44;2.0;1.8;2.2;0.9;92.0
392;20230107120000;UEB;233;19.8;30.6;379;59;2.5;2.2;2.6;1.2;91.1
392;20230107130000;UEB;227;13.7;22.0;358;60;3.1;2.8;3.4;1.5;89.2
392;20230107140000;UEB;248;18.0;29.2;301;60;4.1;3.5;4.7;1.7;84.2
392;20230107150000;UEB;254;33.1;43.2;163;53;5.6;4.9;6.3;1.1;73.0
392;20230107160000;UEB;245;44.3;61.2;45;16;7.1;6.3;8.7;-0.3;59.9
392;20230107170000;UEB;237;41.8;59.8;4;0;7.0;6.5;7.9;-0.1;60.9
392;20230107180000;UEB;235;41.4;45.7;4;0;6.5;6.4;6.6;0.7;66.1
392;20230107190000;UEB;231;40.0;51.8;4;0;6.1;5.8;6.4;1.0;69.5
392;20230107200000;UEB;230;43.2;54.4;4;0;5.7;5.5;5.9;1.6;74.9
392;20230107210000;UEB;237;42.1;52.2;4;0;5.4;5.3;5.6;2.0;78.6
392;20230107220000;UEB;233;38.5;49.7;4;0;5.3;5.3;5.4;1.9;78.5
392;20230107230000;UEB;241;41.8;51.5;4;0;5.3;5.1;5.4;1.6;77.5
392;20230108000000;UEB;238;41.4;52.2;4;0;5.6;5.3;5.8;0.9;72.0
392;20230108010000;UEB;240;39.6;46.8;4;0;5.6;5.5;5.6;0.6;70.1
392;20230108020000;UEB;238;40.3;50.4;4;0;5.5;5.4;5.6;0.4;69.7
392;20230108030000;UEB;230;37.4;47.2;4;0;6.0;5.5;6.5;-0.5;63.4
392;20230108040000;UEB;252;29.9;42.8;4;0;5.9;5.3;6.6;-0.7;62.8
392;20230108050000;UEB;255;40.0;49.3;4;0;6.1;5.7;6.5;-1.0;60.8
392;20230108060000;UEB;247;42.1;57.6;4;0;4.5;3.8;5.4;0.6;75.8
392;20230108070000;UEB;240;35.6;44.3;4;0;3.4;3.2;3.6;1.2;85.2
392;20230108080000;UEB;237;27.4;43.6;6;0;4.3;3.5;5.4;0.2;75.5
392;20230108090000;UEB;233;33.8;45.0;16;0;3.9;3.5;4.3;1.4;83.6
392;20230108100000;UEB;236;29.9;38.2;26;0;3.6;3.3;3.8;1.9;88.6
392;20230108110000;UEB;238;29.2;38.2;48;0;4.2;4.0;4.3;1.0;80.0
392;20230108120000;UEB;210;19.8;27.4;58;0;4.4;4.1;4.7;0.4;75.0
392;20230108130000;UEB;216;20.2;29.9;61;0;4.6;4.2;5.2;0.0;72.0
392;20230108140000;UEB;219;25.2;33.1;45;0;5.4;4.3;6.1;0.7;71.3
392;20230108150000;UEB;216;25.6;32.4;23;0;5.7;5.3;5.9;1.4;74.1
392;20230108160000;UEB;230;20.5;28.8;8;0;6.1;5.2;6.7;1.4;71.9
392;20230108170000;UEB;244;18.0;29.5;4;0;5.3;4.4;6.0;1.9;79.1
392;20230108180000;UEB;243;12.6;20.9;4;0;6.0;5.5;6.3;2.1;75.9
392;20230108190000;UEB;196;10.4;22.0;4;0;5.8;5.3;6.3;1.6;74.3
392;20230108200000;UEB;210;16.9;24.1;4;0;5.0;4.6;5.4;2.3;82.9
392;20230108210000;UEB;215;30.2;43.9;4;0;5.3;4.7;6.0;2.3;81.0
392;20230108220000;UEB;221;44.3;59.8;3;0;4.4;4.2;4.8;3.0;90.7
392;20230108230000;UEB;211;46.8;60.1;3;0;5.0;4.0;5.3;2.5;84.0
392;20230109000000;UEB;215;48.6;66.2;4;0;4.3;3.7;5.0;2.5;87.7
392;20230109010000;UEB;231;45.4;61.6;4;0;3.7;3.4;4.1;2.8;93.7
392;20230109020000;UEB;243;41.0;56.5;3;0;3.3;3.0;3.5;2.7;96.3
392;20230109030000;UEB;240;47.2;80.6;4;0;2.4;1.8;2.9;1.7;95.2
392;20230109040000;UEB;231;55.8;78.5;4;0;1.5;0.9;2.0;0.9;95.8
392;20230109050000;UEB;240;48.6;79.9;4;0;1.0;-0.1;1.8;0.5;96.2
392;20230109060000;UEB;243;55.8;79.9;3;0;1.2;0.2;1.6;0.2;93.2
392;20230109070000;UEB;233;54.7;73.1;4;0;1.2;0.8;1.4;-1.5;82.8
392;20230109080000;UEB;235;60.1;76.0;9;0;0.9;0.8;1.1;-2.5;78.0
392;20230109090000;UEB;235;53.3;70.2;24;0;1.2;1.1;1.3;-2.7;75.1
392;20230109100000;UEB;233;50.8;67.3;194;29;1.5;1.2;1.7;-2.7;73.8
392;20230109110000;UEB;235;41.4;55.4;206;7;1.5;1.4;1.6;-2.2;76.3
392;20230109120000;UEB;238;43.2;65.2;70;0;1.6;1.1;1.9;-1.7;79.0
392;20230109130000;UEB;236;48.2;66.6;31;0;0.9;0.8;1.0;-0.1;93.2
392;20230109140000;UEB;241;52.2;66.6;88;5;0.9;0.3;1.2;-0.7;89.4
392;20230109150000;UEB;240;47.5;58.3;35;0;1.0;0.6;1.4;-0.6;89.2
392;20230109160000;UEB;241;50.0;66.2;10;0;0.3;-0.2;0.5;-0.5;94.5
392;20230109170000;UEB;242;45.7;59.0;4;0;0.3;0.1;0.6;-0.6;93.5
392;20230109180000;UEB;235;49.0;62.3;4;0;0.0;-0.1;0.2;-0.8;94.6
392;20230109190000;UEB;236;50.0;66.2;4;0;-0.3;-0.4;-0.1;-1.0;94.9
392;20230109200000;UEB;238;50.4;61.6;3;0;-0.4;-0.5;-0.2;-1.2;94.0
392;20230109210000;UEB;235;46.1;59.4;3;0;-0.2;-0.3;-0.1;-0.9;94.5
392;20230109220000;UEB;237;42.8;62.3;3;0;-0.3;-0.4;-0.2;-0.9;95.8
392;20230109230000;UEB;241;51.1;64.4;3;0;-0.5;-0.6;-0.2;-1.1;95.6
392;20230110000000;UEB;245;54.7;66.2;3;0;-0.5;-0.6;-0.4;-1.3;94.5
392;20230110010000;UEB;251;50.8;63.0;3;0;-0.2;-0.3;-0.1;-0.9;95.0
392;20230110020000;UEB;254;45.4;56.9;3;0;-0.4;-0.6;-0.3;-1.0;96.0
392;20230110030000;UEB;259;49.0;61.9;3;0;-0.7;-0.8;-0.6;-1.4;95.4
392;20230110040000;UEB;257;49.0;61.2;3;0;-1.0;-1.0;-0.9;-1.5;96.5
392;20230110050000;UEB;258;45.4;52.9;3;0;-0.9;-1.0;-0.8;-1.5;95.6
392;20230110060000;UEB;251;37.4;46.8;3;0;-1.1;-1.2;-0.9;-1.5;96.6
392;20230110070000;UEB;239;31.3;42.5;3;0;-1.1;-1.2;-1.0;-1.6;96.9
392;20230110080000;UEB;241;36.7;47.5;8;0;-1.0;-1.1;-0.8;-1.7;94.4
392;20230110090000;UEB;242;35.6;43.9;100;10;-0.9;-1.1;-0.8;-1.7;94.6
392;20230110100000;UEB;235;28.4;44.3;216;18;-0.7;-0.9;-0.5;-1.8;92.4
392;20230110110000;UEB;237;27.7;39.2;221;9;-0.2;-0.4;0.0;-1.5;90.4
392;20230110120000;UEB;241;34.2;44.6;253;19;0.1;0.0;0.4;-2.1;85.1
392;20230110130000;UEB;236;27.7;46.1;485;58;0.6;0.3;0.9;-2.2;81.7
392;20230110140000;UEB;233;26.6;40.7;308;60;0.7;0.6;0.8;-2.8;77.5
392;20230110150000;UEB;230;19.8;29.9;111;15;0.9;0.9;1.0;-2.7;77.0
392;20230110160000;UEB;225;22.0;25.2;25;2;1.0;0.9;1.0;-2.7;76.6
392;20230110170000;UEB;222;23.8;28.4;4;0;0.9;0.9;1.0;-2.7;76.7
392;20230110180000;UEB;228;28.1;36.7;4;0;1.0;0.9;1.2;-3.3;72.9
392;20230110190000;UEB;226;39.6;53.3;4;0;1.4;1.2;1.6;-4.0;67.4
392;20230110200000;UEB;224;42.8;52.9;4;0;1.2;1.1;1.3;-3.4;71.3
392;20230110210000;UEB;225;44.6;53.6;4;0;1.1;1.0;1.5;-3.0;74.1
392;20230110220000;UEB;230;42.8;55.8;4;0;1.5;1.3;1.9;-3.7;68.2
392;20230110230000;UEB;233;39.2;50.8;4;0;1.8;1.8;1.9;-4.3;63.9
392;20230111000000;UEB;233;39.6;51.8;4;0;1.9;1.8;2.0;-4.0;64.9
392;20230111010000;UEB;232;38.2;49.7;4;0;1.9;1.7;2.0;-4.0;65.1
392;20230111020000;UEB;232;39.2;54.7;4;0;2.0;1.8;2.3;-3.3;68.1
392;20230111030000;UEB;234;45.7;59.8;4;0;2.4;2.2;2.6;-2.5;70.2
392;20230111040000;UEB;231;55.8;65.9;4;0;3.0;2.6;3.3;-1.0;75.1
392;20230111050000;UEB;229;48.6;62.3;4;0;3.5;3.2;4.0;-1.2;71.6
392;20230111060000;UEB;229;46.4;58.0;4;0;3.7;3.5;3.9;-1.5;68.9
392;20230111070000;UEB;231;44.6;58.0;4;0;3.3;3.2;3.5;-1.3;71.9
392;20230111080000;UEB;238;42.1;65.9;11;0;3.8;3.2;4.7;-0.7;72.4
392;20230111090000;UEB;235;41.8;63.7;74;0;4.2;3.7;5.0;-0.4;71.7
392;20230111100000;UEB;237;45.4;59.0;75;0;4.1;3.4;4.6;-0.2;73.9
392;20230111110000;UEB;233;47.2;59.0;30;0;4.6;4.2;4.9;0.8;76.5
392;20230111120000;UEB;238;42.1;59.8;34;0;4.1;3.7;4.5;1.7;83.8
392;20230111130000;UEB;244;55.1;73.1;34;0;3.5;3.2;3.9;2.3;91.9
392;20230111140000;UEB;236;54.0;67.0;28;0;3.8;3.6;3.9;3.2;96.2
392;20230111150000;UEB;237;46.4;63.0;15;0;3.9;3.6;4.0;3.4;97.0
392;20230111160000;UEB;234;49.7;64.1;6;0;4.2;4.0;4.3;3.8;97.1
392;20230111170000;UEB;240;46.8;63.7;3;0;4.1;4.0;4.3;3.6;96.6
392;20230111180000;UEB;242;45.4;56.2;3;0;3.8;3.7;3.9;3.3;96.5
392;20230111190000;UEB;245;48.2;60.1;3;0;3.4;3.3;3.6;2.6;94.5
392;20230111200000;UEB;243;45.4;61.9;3;0;3.2;3.1;3.3;2.2;92.9
392;20230111210000;UEB;243;40.7;52.9;3;0;3.0;2.8;3.1;2.0;93.0
392;20230111220000;UEB;246;44.6;55.4;3;0;3.0;2.8;3.1;1.7;91.1
392;20230111230000;UEB;239;45.0;54.4;3;0;2.9;2.8;3.0;1.6;91.3
392;20230112000000;UEB;233;46.1;57.6;4;0;2.7;2.6;2.7;0.8;87.5
392;20230112010000;UEB;235;43.9;55.1;4;0;2.5;2.2;2.6;0.1;84.1
392;20230112020000;UEB;240;47.5;62.3;4;0;2.6;2.4;2.7;-0.4;80.8
392;20230112030000;UEB;242;52.6;63.0;4;0;2.6;2.5;2.9;-1.2;76.1
392;20230112040000;UEB;241;47.2;60.8;4;0;2.5;2.4;2.7;-1.6;74.1
392;20230112050000;UEB;248;50.8;70.9;4;0;2.2;2.0;2.4;-1.4;77.5
392;20230112060000;UEB;246;61.6;75.2;4;0;2.3;2.1;2.5;-1.3;77.3
392;20230112070000;UEB;239;58.7;75.6;4;0;2.4;2.2;2.6;-1.6;75.0
392;20230112080000;UEB;236;61.6;73.1;18;9;3.0;2.8;3.2;-2.5;67.5
392;20230112090000;UEB;237;49.3;69.1;70;0;2.7;2.6;2.9;-2.2;70.0
392;20230112100000;UEB;232;48.6;69.8;114;0;3.0;2.5;3.3;-2.1;69.2
392;20230112110000;UEB;240;49.7;68.8;113;0;2.7;2.4;3.2;-1.6;73.7
392;20230112120000;UEB;239;56.5;78.5;117;0;3.0;2.7;3.1;-0.9;75.7
392;20230112130000;UEB;236;46.1;70.9;127;0;3.2;3.0;3.4;-0.6;75.9
392;20230112140000;UEB;236;44.3;59.0;135;0;3.7;3.4;3.9;-0.3;75.5
392;20230112150000;UEB;235;38.5;54.7;94;0;3.9;3.8;4.1;-0.1;75.2
392;20230112160000;UEB;235;33.1;50.4;21;0;4.0;3.9;4.1;-0.1;74.7
392;20230112170000;UEB;238;40.3;60.1;4;0;3.8;3.7;3.9;0.2;77.0
392;20230112180000;UEB;237;40.3;54.7;4;0;3.9;3.7;4.0;-0.1;75.4
392;20230112190000;UEB;240;42.1;63.7;4;0;3.9;3.8;4.0;-0.1;75.4
392;20230112200000;UEB;235;38.9;61.9;4;0;3.8;3.7;3.9;-0.3;74.3
392;20230112210000;UEB;227;38.2;49.7;4;0;3.7;3.6;3.8;-0.9;72.3
392;20230112220000;UEB;229;43.9;55.1;4;0;3.8;3.6;4.1;-1.3;69.3
392;20230112230000;UEB;231;46.1;57.6;4;0;4.0;3.8;4.1;-1.5;67.4
392;20230113000000;UEB;232;47.2;59.8;4;0;4.2;4.0;4.3;-1.5;66.5
392;20230113010000;UEB;230;51.1;61.9;4;0;4.4;4.3;4.5;-1.3;66.2
392;20230113020000;UEB;235;49.7;67.0;4;0;4.3;4.0;4.4;-1.5;66.2
392;20230113030000;UEB;238;56.5;74.5;4;0;4.4;4.2;4.5;-0.9;68.7
392;20230113040000;UEB;235;60.5;79.2;4;0;4.2;4.1;4.3;0.5;76.8
392;20230113050000;UEB;234;60.8;85.0;4;0;4.4;4.3;4.4;1.2;79.6
392;20230113060000;UEB;239;62.6;85.7;4;0;3.9;3.4;4.4;1.3;83.2
392;20230113070000;UEB;240;64.1;79.2;4;0;3.3;3.0;4.1;1.4;86.9
392;20230113080000;UEB;233;60.8;78.1;12;0;3.8;2.8;4.7;0.7;81.1
392;20230113090000;UEB;238;56.5;69.8;47;0;2.9;2.6;3.3;2.0;93.5
392;20230113100000;UEB;238;60.1;82.8;188;15;3.0;2.7;3.2;2.1;94.5
