station;termin;nat_abbr;rre150z0
536;20230101234000;AIR;0.2
536;20230101235000;AIR;0.2
536;20230102000000;AIR;0.1
536;20230102001000;AIR;0.0
536;20230102002000;AIR;0.1
536;20230102003000;AIR;0.1
536;20230102004000;AIR;0.1
536;20230102005000;AIR;0.2
536;20230102010000;AIR;0.2
536;20230102011000;AIR;0.2
536;20230102012000;AIR;0.1
536;20230102013000;AIR;0.3
536;20230102014000;AIR;0.3
536;20230102015000;AIR;0.2
536;20230102020000;AIR;0.0
536;20230102021000;AIR;0.0
536;20230102022000;AIR;0.1
536;20230102023000;AIR;0.0
536;20230102024000;AIR;0.0
536;20230102025000;AIR;0.0
536;20230102030000;AIR;0.0
536;20230102031000;AIR;0.1
536;20230102032000;AIR;0.0
536;20230102033000;AIR;0.0
536;20230102034000;AIR;0.1
536;20230102035000;AIR;0.1
536;20230102040000;AIR;0.0
536;20230102041000;AIR;0.0
536;20230102042000;AIR;0.1
536;20230102043000;AIR;0.1
536;20230102044000;AIR;0.1
536;20230102045000;AIR;0.2
536;20230102050000;AIR;0.2
536;20230102051000;AIR;0.1
536;20230102052000;AIR;0.1
536;20230102053000;AIR;0.1
536;20230102054000;AIR;0.1
536;20230102055000;AIR;0.2
536;20230102060000;AIR;0.0
536;20230102061000;AIR;0.0
536;20230102062000;AIR;0.0
536;20230102063000;AIR;0.1
536;20230102064000;AIR;0.0
536;20230102065000;AIR;0.0
536;20230102070000;AIR;0.0
536;20230102071000;AIR;0.0
536;20230102072000;AIR;0.0
536;20230102073000;AIR;0.0
536;20230102074000;AIR;0.0
536;20230102075000;AIR;0.0
536;20230102080000;AIR;0.0
536;20230102081000;AIR;0.0
536;20230102082000;AIR;0.0
536;20230102083000;AIR;0.0
536;20230102084000;AIR;0.0
536;20230102085000;AIR;0.0
536;20230102090000;AIR;0.0
536;20230102091000;AIR;0.0
536;20230102092000;AIR;0.0
536;20230102093000;AIR;0.0
536;20230102094000;AIR;0.0
536;20230102095000;AIR;0.0
536;20230102100000;AIR;0.1
536;20230102101000;AIR;0.0
536;20230102102000;AIR;0.0
536;20230102103000;AIR;0.0
536;20230102104000;AIR;0.0
536;20230102105000;AIR;0.0
536;20230102110000;AIR;0.0
536;20230102111000;AIR;0.0
536;20230102112000;AIR;0.0
536;20230102113000;AIR;0.0
536;20230102114000;AIR;0.0
536;20230102115000;AIR;0.0
536;20230102120000;AIR;0.0
536;20230102121000;AIR;0.0
536;20230102122000;AIR;0.0
536;20230102123000;AIR;0.0
536;20230102124000;AIR;0.1
536;20230102125000;AIR;0.0
536;20230102130000;AIR;0.0
536;20230102131000;AIR;0.0
536;20230102132000;AIR;0.0
536;20230102133000;AIR;0.1
536;20230102134000;AIR;0.0
536;20230102135000;AIR;0.0
536;20230102140000;AIR;0.0
536;20230102141000;AIR;0.0
536;20230102142000;AIR;0.0
536;20230102143000;AIR;0.0
536;20230102144000;AIR;0.0
536;20230102145000;AIR;0.0
536;20230102150000;AIR;0.0
536;20230102151000;AIR;0.1
536;20230102152000;AIR;0.1
536;20230102153000;AIR;0.0
536;20230102154000;AIR;0.1
536;20230102155000;AIR;0.0
536;20230102160000;AIR;0.0
536;20230102161000;AIR;0.1
536;20230102162000;AIR;0.0
536;20230102163000;AIR;0.0
536;20230102164000;AIR;0.0
536;20230102165000;AIR;0.0
536;20230102170000;AIR;0.0
536;20230102171000;AIR;0.0
536;20230102172000;AIR;0.0
536;20230102173000;AIR;0.0
536;20230102174000;AIR;0.0
536;20230102175000;AIR;0.0
536;20230102180000;AIR;0.0
536;20230102181000;AIR;0.0
536;20230102182000;AIR;0.1
536;20230102183000;AIR;0.0
536;20230102184000;AIR;0.0
536;20230102185000;AIR;0.0
536;20230102190000;AIR;0.0
536;20230102191000;AIR;0.0
536;20230102192000;AIR;0.1
536;20230102193000;AIR;0.0
536;20230102194000;AIR;0.0
536;20230102195000;AIR;0.0
536;20230102200000;AIR;0.0
536;20230102201000;AIR;0.0
536;20230102202000;AIR;0.0
536;20230102203000;AIR;0.0
536;20230102204000;AIR;0.0
536;20230102205000;AIR;0.1
536;20230102210000;AIR;0.0
536;20230102211000;AIR;0.0
536;20230102212000;AIR;0.0
536;20230102213000;AIR;0.0
536;20230102214000;AIR;0.0
536;20230102215000;AIR;0.0
536;20230102220000;AIR;0.0
536;20230102221000;AIR;0.0
536;20230102222000;AIR;0.0
536;20230102223000;AIR;0.1
536;20230102224000;AIR;0.1
536;20230102225000;AIR;0.0
536;20230102230000;AIR;0.0
536;20230102231000;AIR;0.0
536;20230102232000;AIR;0.0
536;20230102233000;AIR;0.0
536;20230102234000;AIR;0.0
536;20230102235000;AIR;0.0
536;20230103000000;AIR;0.0
536;20230103001000;AIR;0.0
536;20230103002000;AIR;0.0
536;20230103003000;AIR;0.0
536;20230103004000;AIR;0.0
536;20230103005000;AIR;0.0
536;20230103010000;AIR;0.0
536;20230103011000;AIR;0.0
536;20230103012000;AIR;0.0
536;20230103013000;AIR;0.0
536;20230103014000;AIR;0.0
536;20230103015000;AIR;0.0
536;20230103020000;AIR;0.0
536;20230103021000;AIR;0.0
536;20230103022000;AIR;0.1
536;20230103023000;AIR;0.0
536;20230103024000;AIR;0.0
536;20230103025000;AIR;0.0
536;20230103030000;AIR;0.0
536;20230103031000;AIR;0.0
536;20230103032000;AIR;0.0
536;20230103033000;AIR;0.0
536;20230103034000;AIR;0.0
536;20230103035000;AIR;0.0
536;20230103040000;AIR;0.0
536;20230103041000;AIR;0.0
536;20230103042000;AIR;0.0
536;20230103043000;AIR;0.0
536;20230103044000;AIR;0.0
536;20230103045000;AIR;0.0
536;20230103050000;AIR;0.0
536;20230103051000;AIR;0.0
536;20230103052000;AIR;0.0
536;20230103053000;AIR;0.0
536;20230103054000;AIR;0.0
536;20230103055000;AIR;0.0
536;20230103060000;AIR;0.0
536;20230103061000;AIR;0.0
536;20230103062000;AIR;0.0
536;20230103063000;AIR;0.0
536;20230103064000;AIR;0.0
536;20230103065000;AIR;0.0
536;20230103070000;AIR;0.0
536;20230103071000;AIR;0.1
536;20230103072000;AIR;0.0
536;20230103073000;AIR;0.0
536;20230103074000;AIR;0.0
536;20230103075000;AIR;0.0
536;20230103080000;AIR;0.0
536;20230103081000;AIR;0.0
536;20230103082000;AIR;0.0
536;20230103083000;AIR;0.0
536;20230103084000;AIR;0.0
536;20230103085000;AIR;0.0
536;20230103090000;AIR;0.0
536;20230103091000;AIR;0.0
536;20230103092000;AIR;0.0
536;20230103093000;AIR;0.0
536;20230103094000;AIR;0.0
536;20230103095000;AIR;0.0
536;20230103100000;AIR;0.0
536;20230103101000;AIR;0.0
536;20230103102000;AIR;0.0
536;20230103103000;AIR;0.0
536;20230103104000;AIR;0.0
536;20230103105000;AIR;0.0
536;20230103110000;AIR;0.0
536;20230103111000;AIR;0.0
536;20230103112000;AIR;0.0
536;20230103113000;AIR;0.0
536;20230103114000;AIR;0.0
536;20230103115000;AIR;0.0
536;20230103120000;AIR;0.0
536;20230103121000;AIR;0.0
536;20230103122000;AIR;0.0
536;20230103123000;AIR;0.0
536;20230103124000;AIR;0.0
536;20230103125000;AIR;0.0
536;20230103130000;AIR;0.0
536;20230103131000;AIR;0.0
536;20230103132000;AIR;0.0
536;20230103133000;AIR;0.0
536;20230103134000;AIR;0.0
536;20230103135000;AIR;0.0
536;20230103140000;AIR;0.0
536;20230103141000;AIR;0.0
536;20230103142000;AIR;0.0
536;20230103143000;AIR;0.0
536;20230103144000;AIR;0.0
536;20230103145000;AIR;0.0
536;20230103150000;AIR;0.0
536;20230103151000;AIR;0.0
536;20230103152000;AIR;0.0
536;20230103153000;AIR;0.0
536;20230103154000;AIR;0.0
536;20230103155000;AIR;0.0
536;20230103160000;AIR;0.0
536;20230103161000;AIR;0.0
536;20230103162000;AIR;0.0
536;20230103163000;AIR;0.0
536;20230103164000;AIR;0.0
536;20230103165000;AIR;0.0
536;20230103170000;AIR;0.0
536;20230103171000;AIR;0.0
536;20230103172000;AIR;0.0
536;20230103173000;AIR;0.0
536;20230103174000;AIR;0.0
536;20230103175000;AIR;0.0
536;20230103180000;AIR;0.0
536;20230103181000;AIR;0.0
536;20230103182000;AIR;0.0
536;20230103183000;AIR;0.0
536;20230103184000;AIR;0.0
536;20230103185000;AIR;0.0
536;20230103190000;AIR;0.0
536;20230103191000;AIR;0.0
536;20230103192000;AIR;0.0
536;20230103193000;AIR;0.0
536;20230103194000;AIR;0.0
536;20230103195000;AIR;0.0
536;20230103200000;AIR;0.0
536;20230103201000;AIR;0.0
536;20230103202000;AIR;0.0
536;20230103203000;AIR;0.0
536;20230103204000;AIR;0.0
536;20230103205000;AIR;0.0
536;20230103210000;AIR;0.0
536;20230103211000;AIR;0.0
536;20230103212000;AIR;0.0
536;20230103213000;AIR;0.0
536;20230103214000;AIR;0.0
536;20230103215000;AIR;0.0
536;20230103220000;AIR;0.0
536;20230103221000;AIR;0.0
536;20230103222000;AIR;0.0
536;20230103223000;AIR;0.0
536;20230103224000;AIR;0.0
536;20230103225000;AIR;0.0
536;20230103230000;AIR;0.0
536;20230103231000;AIR;0.0
536;20230103232000;AIR;0.0
536;20230103233000;AIR;0.0
536;20230103234000;AIR;0.0
536;20230103235000;AIR;0.0
536;20230104000000;AIR;0.0
536;20230104001000;AIR;0.0
536;20230104002000;AIR;0.0
536;20230104003000;AIR;0.0
536;20230104004000;AIR;0.0
536;20230104005000;AIR;0.0
536;20230104010000;AIR;0.0
536;20230104011000;AIR;0.0
536;20230104012000;AIR;0.0
536;20230104013000;AIR;0.0
536;20230104014000;AIR;0.0
536;20230104015000;AIR;0.0
536;20230104020000;AIR;0.0
536;20230104021000;AIR;0.0
536;20230104022000;AIR;0.0
536;20230104023000;AIR;0.0
536;20230104024000;AIR;0.0
536;20230104025000;AIR;0.0
536;20230104030000;AIR;0.0
536;20230104031000;AIR;0.0
536;20230104032000;AIR;0.0
536;20230104033000;AIR;0.0
536;20230104034000;AIR;0.0
536;20230104035000;AIR;0.0
536;20230104040000;AIR;0.0
536;20230104041000;AIR;0.0
536;20230104042000;AIR;0.0
536;20230104043000;AIR;0.0
536;20230104044000;AIR;0.0
536;20230104045000;AIR;0.0
536;20230104050000;AIR;0.0
536;20230104051000;AIR;0.0
536;20230104052000;AIR;0.0
536;20230104053000;AIR;0.0
536;20230104054000;AIR;0.0
536;20230104055000;AIR;0.0
536;20230104060000;AIR;0.0
536;20230104061000;AIR;0.0
536;20230104062000;AIR;0.0
536;20230104063000;AIR;0.0
536;20230104064000;AIR;0.0
536;20230104065000;AIR;0.0
536;20230104070000;AIR;0.0
536;20230104071000;AIR;0.0
536;20230104072000;AIR;0.0
536;20230104073000;AIR;0.0
536;20230104074000;AIR;0.0
536;20230104075000;AIR;0.0
536;20230104080000;AIR;0.0
536;20230104081000;AIR;0.0
536;20230104082000;AIR;0.0
536;20230104083000;AIR;0.0
536;20230104084000;AIR;0.0
536;20230104085000;AIR;0.0
536;20230104090000;AIR;0.0
536;20230104091000;AIR;0.0
536;20230104092000;AIR;0.0
536;20230104093000;AIR;0.0
536;20230104094000;AIR;0.0
536;20230104095000;AIR;0.0
536;20230104100000;AIR;0.0
536;20230104101000;AIR;0.0
536;20230104102000;AIR;0.0
536;20230104103000;AIR;0.0
536;20230104104000;AIR;0.0
536;20230104105000;AIR;0.0
536;20230104110000;AIR;0.0
536;20230104111000;AIR;0.0
536;20230104112000;AIR;0.0
536;20230104113000;AIR;0.0
536;20230104114000;AIR;0.0
536;20230104115000;AIR;0.0
536;20230104120000;AIR;0.0
536;20230104121000;AIR;0.0
536;20230104122000;AIR;0.0
536;20230104123000;AIR;0.0
536;20230104124000;AIR;0.0
536;20230104125000;AIR;0.0
536;20230104130000;AIR;0.0
536;20230104131000;AIR;0.0
536;20230104132000;AIR;0.0
536;20230104133000;AIR;0.0
536;20230104134000;AIR;0.0
536;20230104135000;AIR;0.0
536;20230104140000;AIR;0.0
536;20230104141000;AIR;0.0
536;20230104142000;AIR;0.0
536;20230104143000;AIR;0.0
536;20230104144000;AIR;0.0
536;20230104145000;AIR;0.0
536;20230104150000;AIR;0.0
536;20230104151000;AIR;0.0
536;20230104152000;AIR;0.0
536;20230104153000;AIR;0.0
536;20230104154000;AIR;0.0
536;20230104155000;AIR;0.0
536;20230104160000;AIR;0.0
536;20230104161000;AIR;0.0
536;20230104162000;AIR;0.0
536;20230104163000;AIR;0.0
536;20230104164000;AIR;0.0
536;20230104165000;AIR;0.0
536;20230104170000;AIR;0.0
536;20230104171000;AIR;0.0
536;20230104172000;AIR;0.0
536;20230104173000;AIR;0.0
536;20230104174000;AIR;0.0
536;20230104175000;AIR;0.0
536;20230104180000;AIR;0.0
536;20230104181000;AIR;0.0
536;20230104182000;AIR;0.0
536;20230104183000;AIR;0.0
536;20230104184000;AIR;0.0
536;20230104185000;AIR;0.0
536;20230104190000;AIR;0.0
536;20230104191000;AIR;0.0
536;20230104192000;AIR;0.0
536;20230104193000;AIR;0.0
536;20230104194000;AIR;0.0
536;20230104195000;AIR;0.0
536;20230104200000;AIR;0.0
536;20230104201000;AIR;0.0
536;20230104202000;AIR;0.0
536;20230104203000;AIR;0.0
536;20230104204000;AIR;0.0
536;20230104205000;AIR;0.0
536;20230104210000;AIR;0.0
536;20230104211000;AIR;0.0
536;20230104212000;AIR;0.0
536;20230104213000;AIR;0.0
536;20230104214000;AIR;0.0
536;20230104215000;AIR;0.0
536;20230104220000;AIR;0.0
536;20230104221000;AIR;0.0
536;20230104222000;AIR;0.0
536;20230104223000;AIR;0.0
536;20230104224000;AIR;0.0
536;20230104225000;AIR;0.0
536;20230104230000;AIR;0.0
536;20230104231000;AIR;0.0
536;20230104232000;AIR;0.0
536;20230104233000;AIR;0.0
536;20230104234000;AIR;0.0
536;20230104235000;AIR;0.0
536;20230105000000;AIR;0.0
536;20230105001000;AIR;0.0
536;20230105002000;AIR;0.0
536;20230105003000;AIR;0.0
536;20230105004000;AIR;0.0
536;20230105005000;AIR;0.0
536;20230105010000;AIR;0.0
536;20230105011000;AIR;0.0
536;20230105012000;AIR;0.0
536;20230105013000;AIR;0.0
536;20230105014000;AIR;0.0
536;20230105015000;AIR;0.0
536;20230105020000;AIR;0.0
536;20230105021000;AIR;0.0
536;20230105022000;AIR;0.0
536;20230105023000;AIR;0.0
536;20230105024000;AIR;0.0
536;20230105025000;AIR;0.0
536;20230105030000;AIR;0.0
536;20230105031000;AIR;0.0
536;20230105032000;AIR;0.0
536;20230105033000;AIR;0.0
536;20230105034000;AIR;0.0
536;20230105035000;AIR;0.0
536;20230105040000;AIR;0.0
536;20230105041000;AIR;0.0
536;20230105042000;AIR;0.0
536;20230105043000;AIR;0.0
536;20230105044000;AIR;0.0
536;20230105045000;AIR;0.0
536;20230105050000;AIR;0.0
536;20230105051000;AIR;0.0
536;20230105052000;AIR;0.0
536;20230105053000;AIR;0.0
536;20230105054000;AIR;0.0
536;20230105055000;AIR;0.0
536;20230105060000;AIR;0.0
536;20230105061000;AIR;0.0
536;20230105062000;AIR;0.0
536;20230105063000;AIR;0.0
536;20230105064000;AIR;0.0
536;20230105065000;AIR;0.0
536;20230105070000;AIR;0.0
536;20230105071000;AIR;0.0
536;20230105072000;AIR;0.0
536;20230105073000;AIR;0.0
536;20230105074000;AIR;0.0
536;20230105075000;AIR;0.0
536;20230105080000;AIR;0.0
536;20230105081000;AIR;0.0
536;20230105082000;AIR;0.0
536;20230105083000;AIR;0.0
536;20230105084000;AIR;0.0
536;20230105085000;AIR;0.0
536;20230105090000;AIR;0.0
536;20230105091000;AIR;0.0
536;20230105092000;AIR;0.0
536;20230105093000;AIR;0.0
536;20230105094000;AIR;0.0
536;20230105095000;AIR;0.0
536;20230105100000;AIR;0.0
536;20230105101000;AIR;0.0
536;20230105102000;AIR;0.0
536;20230105103000;AIR;0.0
536;20230105104000;AIR;0.0
536;20230105105000;AIR;0.0
536;20230105110000;AIR;0.0
536;20230105111000;AIR;0.0
536;20230105112000;AIR;0.0
536;20230105113000;AIR;0.0
536;20230105114000;AIR;0.0
536;20230105115000;AIR;0.0
536;20230105120000;AIR;0.0
536;20230105121000;AIR;0.0
536;20230105122000;AIR;0.0
536;20230105123000;AIR;0.0
536;20230105124000;AIR;0.0
536;20230105125000;AIR;0.0
536;20230105130000;AIR;0.0
536;20230105131000;AIR;0.0
536;20230105132000;AIR;0.0
536;20230105133000;AIR;0.0
536;20230105134000;AIR;0.0
536;20230105135000;AIR;0.0
536;20230105140000;AIR;0.0
536;20230105141000;AIR;0.0
536;20230105142000;AIR;0.0
536;20230105143000;AIR;0.0
536;20230105144000;AIR;0.0
536;20230105145000;AIR;0.0
536;20230105150000;AIR;0.0
536;20230105151000;AIR;0.0
536;20230105152000;AIR;0.0
536;20230105153000;AIR;0.0
536;20230105154000;AIR;0.0
536;20230105155000;AIR;0.0
536;20230105160000;AIR;0.0
536;20230105161000;AIR;0.0
536;20230105162000;AIR;0.0
536;20230105163000;AIR;0.0
536;20230105164000;AIR;0.0
536;20230105165000;AIR;0.0
536;20230105170000;AIR;0.0
536;20230105171000;AIR;0.0
536;20230105172000;AIR;0.0
536;20230105173000;AIR;0.0
536;20230105174000;AIR;0.0
536;20230105175000;AIR;0.0
536;20230105180000;AIR;0.0
536;20230105181000;AIR;0.0
536;20230105182000;AIR;0.0
536;20230105183000;AIR;0.0
536;20230105184000;AIR;0.0
536;20230105185000;AIR;0.0
536;20230105190000;AIR;0.0
536;20230105191000;AIR;0.0
536;20230105192000;AIR;0.0
536;20230105193000;AIR;0.0
536;20230105194000;AIR;0.0
536;20230105195000;AIR;0.0
536;20230105200000;AIR;0.0
536;20230105201000;AIR;0.0
536;20230105202000;AIR;0.0
536;20230105203000;AIR;0.0
536;20230105204000;AIR;0.0
536;20230105205000;AIR;0.0
536;20230105210000;AIR;0.0
536;20230105211000;AIR;0.0
536;20230105212000;AIR;0.0
536;20230105213000;AIR;0.0
536;20230105214000;AIR;0.0
536;20230105215000;AIR;0.0
536;20230105220000;AIR;0.0
536;20230105221000;AIR;0.0
536;20230105222000;AIR;0.0
536;20230105223000;AIR;0.0
536;20230105224000;AIR;0.0
536;20230105225000;AIR;0.0
536;20230105230000;AIR;0.0
536;20230105231000;AIR;0.0
536;20230105232000;AIR;0.0
536;20230105233000;AIR;0.0
536;20230105234000;AIR;0.0
536;20230105235000;AIR;0.0
536;20230106000000;AIR;0.0
536;20230106001000;AIR;0.0
536;20230106002000;AIR;0.0
536;20230106003000;AIR;0.0
536;20230106004000;AIR;0.0
536;20230106005000;AIR;0.0
536;20230106010000;AIR;0.0
536;20230106011000;AIR;0.0
536;20230106012000;AIR;0.0
536;20230106013000;AIR;0.0
536;20230106014000;AIR;0.0
536;20230106015000;AIR;0.0
536;20230106020000;AIR;0.0
536;20230106021000;AIR;0.0
536;20230106022000;AIR;0.0
536;20230106023000;AIR;0.0
536;20230106024000;AIR;0.0
536;20230106025000;AIR;0.0
536;20230106030000;AIR;0.0
536;20230106031000;AIR;0.0
536;20230106032000;AIR;0.0
536;20230106033000;AIR;0.0
536;20230106034000;AIR;0.0
536;20230106035000;AIR;0.0
536;20230106040000;AIR;0.0
536;20230106041000;AIR;0.0
536;20230106042000;AIR;0.0
536;20230106043000;AIR;0.0
536;20230106044000;AIR;0.0
536;20230106045000;AIR;0.0
536;20230106050000;AIR;0.0
536;20230106051000;AIR;0.0
536;20230106052000;AIR;0.0
536;20230106053000;AIR;0.0
536;20230106054000;AIR;0.0
536;20230106055000;AIR;0.0
536;20230106060000;AIR;0.0
536;20230106061000;AIR;0.0
536;20230106062000;AIR;0.0
536;20230106063000;AIR;0.0
536;20230106064000;AIR;0.0
536;20230106065000;AIR;0.0
536;20230106070000;AIR;0.0
536;20230106071000;AIR;0.0
536;20230106072000;AIR;0.0
536;20230106073000;AIR;0.0
536;20230106074000;AIR;0.0
536;20230106075000;AIR;0.0
536;20230106080000;AIR;0.0
536;20230106081000;AIR;0.0
536;20230106082000;AIR;0.0
536;20230106083000;AIR;0.0
536;20230106084000;AIR;0.0
536;20230106085000;AIR;0.0
536;20230106090000;AIR;0.0
536;20230106091000;AIR;0.0
536;20230106092000;AIR;0.0
536;20230106093000;AIR;0.0
536;20230106094000;AIR;0.0
536;20230106095000;AIR;0.0
536;20230106100000;AIR;0.0
536;20230106101000;AIR;0.0
536;20230106102000;AIR;0.0
536;20230106103000;AIR;0.0
536;20230106104000;AIR;0.0
536;20230106105000;AIR;0.0
536;20230106110000;AIR;0.0
536;20230106111000;AIR;0.0
536;20230106112000;AIR;0.0
536;20230106113000;AIR;0.0
536;20230106114000;AIR;0.0
536;20230106115000;AIR;0.0
536;20230106120000;AIR;0.0
536;20230106121000;AIR;0.0
536;20230106122000;AIR;0.0
536;20230106123000;AIR;0.0
536;20230106124000;AIR;0.0
536;20230106125000;AIR;0.0
536;20230106130000;AIR;0.0
536;20230106131000;AIR;0.0
536;20230106132000;AIR;0.0
536;20230106133000;AIR;0.0
536;20230106134000;AIR;0.0
536;20230106135000;AIR;0.0
536;20230106140000;AIR;0.0
536;20230106141000;AIR;0.0
536;20230106142000;AIR;0.0
536;20230106143000;AIR;0.0
536;20230106144000;AIR;0.0
536;20230106145000;AIR;0.0
536;20230106150000;AIR;0.0
536;20230106151000;AIR;0.0
536;20230106152000;AIR;0.0
536;20230106153000;AIR;0.0
536;20230106154000;AIR;0.0
536;20230106155000;AIR;0.0
536;20230106160000;AIR;0.0
536;20230106161000;AIR;0.0
536;20230106162000;AIR;0.0
536;20230106163000;AIR;0.0
536;20230106164000;AIR;0.0
536;20230106165000;AIR;0.0
536;20230106170000;AIR;0.0
536;20230106171000;AIR;0.0
536;20230106172000;AIR;0.0
536;20230106173000;AIR;0.0
536;20230106174000;AIR;0.0
536;20230106175000;AIR;0.0
536;20230106180000;AIR;0.0
536;20230106181000;AIR;0.0
536;20230106182000;AIR;0.0
536;20230106183000;AIR;0.0
536;20230106184000;AIR;0.0
536;20230106185000;AIR;0.0
536;20230106190000;AIR;0.0
536;20230106191000;AIR;0.0
536;20230106192000;AIR;0.0
536;20230106193000;AIR;0.0
536;20230106194000;AIR;0.0
536;20230106195000;AIR;0.0
536;20230106200000;AIR;0.0
536;20230106201000;AIR;0.0
536;20230106202000;AIR;0.0
536;20230106203000;AIR;0.0
536;20230106204000;AIR;0.0
536;20230106205000;AIR;0.0
536;20230106210000;AIR;0.0
536;20230106211000;AIR;0.0
536;20230106212000;AIR;0.0
536;20230106213000;AIR;0.0
536;20230106214000;AIR;0.0
536;20230106215000;AIR;0.0
536;20230106220000;AIR;0.0
536;20230106221000;AIR;0.0
536;20230106222000;AIR;0.0
536;20230106223000;AIR;0.0
536;20230106224000;AIR;0.0
536;20230106225000;AIR;0.0
536;20230106230000;AIR;0.0
536;20230106231000;AIR;0.0
536;20230106232000;AIR;0.0
536;20230106233000;AIR;0.0
536;20230106234000;AIR;0.0
536;20230106235000;AIR;0.0
536;20230107000000;AIR;0.0
536;20230107001000;AIR;0.0
536;20230107002000;AIR;0.0
536;20230107003000;AIR;0.0
536;20230107004000;AIR;0.0
536;20230107005000;AIR;0.0
536;20230107010000;AIR;0.0
536;20230107011000;AIR;0.0
