station;termin;nat_abbr;rre150m0
536;20230101000000;AIR;25.8
536;20230201000000;AIR;5.5
536;20230301000000;AIR;108.3
536;20230401000000;AIR;95.7
536;20230501000000;AIR;76.0
536;20230601000000;AIR;104.6
