station;termin;nat_abbr;dkl010z0;fkl010z0;fkl010z1;fu3010z0;fu3010z1;fve010z0;gre000z0;oli000z0;pp0qffs0;pp0qnhs0;ppz700s0;ppz850s0;prestas0;pva200s0;rre150z0;sre000z0;tde200s0;tre005s0;tre200s0;ure200s0;wcc006s1
75;20230101000000;BAS;98;2.8;5.4;10.4;19.4;2.7;0;303;1022.7;1022.2;;;984.4;10.4;0.0;0;7.6;7.5;9.2;89.8;
75;20230101001000;BAS;99;2.4;4.1;8.6;14.8;2.3;0;302;1022.7;1022.2;;;984.4;10.4;0.0;0;7.5;7.3;9.0;90.5;
75;20230101002000;BAS;101;2.6;5.6;9.4;20.2;2.6;0;299;1022.7;1022.2;;;984.4;10.4;0.0;0;7.5;7.3;9.1;89.7;
75;20230101003000;BAS;102;3.1;5.4;11.2;19.4;3.0;0;292;1022.5;1022.0;;;984.2;10.4;0.0;0;7.5;7.2;9.1;89.7;
75;20230101004000;BAS;100;3.3;6.2;11.9;22.3;3.2;0;286;1022.4;1021.9;;;984.1;10.3;0.0;0;7.5;7.2;9.0;90.1;
75;20230101005000;BAS;103;3.4;6.1;12.2;22.0;3.3;0;284;1022.3;1021.8;;;984.0;10.2;0.0;0;7.3;7.1;9.0;89.1;
75;20230101010000;BAS;94;3.3;6.3;11.9;22.7;3.2;0;282;1022.2;1021.7;;;983.9;10.2;0.0;0;7.3;7.0;8.7;90.6;
75;20230101011000;BAS;102;3.4;6.1;12.2;22.0;3.3;0;282;1022.1;1021.6;;;983.8;10.2;0.0;0;7.3;6.9;8.8;90.1;
75;20230101012000;BAS;99;2.5;5.8;9.0;20.9;2.4;0;283;1022.2;1021.7;;;983.9;10.2;0.0;0;7.2;6.9;8.8;89.8;
75;20230101013000;BAS;104;2.5;4.9;9.0;17.6;2.4;0;286;1022.4;1021.8;;;984.0;10.0;0.0;0;7.0;6.8;8.6;89.9;
75;20230101014000;BAS;82;2.8;5.4;10.1;19.4;2.6;0;288;1022.3;1021.7;;;983.9;10.1;0.0;0;7.1;6.8;8.4;91.4;
75;20230101015000;BAS;68;2.1;3.8;7.6;13.7;2.0;0;291;1022.5;1021.9;;;984.1;10.1;0.0;0;7.2;6.5;8.6;90.6;
75;20230101020000;BAS;46;1.6;2.9;5.8;10.4;1.5;0;290;1022.7;1022.1;;;984.3;10.1;0.0;0;7.1;5.8;8.5;90.9;
75;20230101021000;BAS;67;2.1;3.4;7.6;12.2;2.1;0;297;1022.8;1022.2;;;984.4;10.0;0.0;0;7.0;6.1;8.2;92.0;
75;20230101022000;BAS;74;2.0;2.9;7.2;10.4;2.0;0;306;1022.9;1022.3;;;984.5;10.0;0.0;0;7.0;6.3;8.6;89.9;
75;20230101023000;BAS;97;2.3;3.9;8.3;14.0;2.2;0;319;1022.9;1022.3;;;984.5;10.1;0.0;0;7.1;6.7;8.6;90.2;
75;20230101024000;BAS;93;2.1;3.7;7.6;13.3;2.0;0;307;1022.9;1022.3;;;984.5;10.1;0.0;0;7.1;6.9;8.7;89.6;
75;20230101025000;BAS;109;2.0;3.9;7.2;14.0;1.5;0;303;1022.9;1022.3;;;984.5;10.0;0.0;0;7.0;6.6;8.7;89.0;
75;20230101030000;BAS;156;1.2;2.4;4.3;8.6;0.8;0;307;1022.8;1022.3;;;984.5;10.1;0.0;0;7.1;6.8;9.0;87.6;
75;20230101031000;BAS;140;1.5;3.3;5.4;11.9;1.3;0;315;1022.9;1022.3;;;984.5;9.8;0.0;0;6.7;6.8;8.4;88.8;
75;20230101032000;BAS;287;1.2;2.9;4.3;10.4;0.3;0;319;1023.0;1022.3;;;984.5;9.7;0.0;0;6.6;6.7;7.9;91.4;
75;20230101033000;BAS;100;1.9;4.3;6.8;15.5;1.8;0;304;1022.8;1022.2;;;984.4;9.9;0.0;0;6.9;6.5;8.5;89.5;
75;20230101034000;BAS;115;1.9;4.7;6.8;16.9;1.5;0;320;1022.6;1022.1;;;984.3;10.1;0.0;0;7.2;7.0;9.2;87.2;
75;20230101035000;BAS;99;2.6;4.5;9.4;16.2;2.5;0;322;1022.6;1022.1;;;984.3;10.2;0.0;0;7.3;7.4;9.2;87.7;
75;20230101040000;BAS;79;2.4;5.9;8.6;21.2;2.3;0;295;1022.8;1022.2;;;984.4;10.0;0.0;0;7.0;7.2;8.7;89.2;
75;20230101041000;BAS;93;2.9;4.9;10.4;17.6;2.8;0;279;1022.9;1022.3;;;984.5;10.0;0.0;0;6.9;6.6;8.5;89.8;
75;20230101042000;BAS;106;2.7;4.8;9.7;17.3;2.7;0;280;1022.8;1022.3;;;984.5;10.1;0.0;0;7.1;6.5;8.9;88.2;
75;20230101043000;BAS;84;2.6;5.0;9.4;18.0;2.5;0;279;1023.1;1022.6;;;984.7;10.0;0.0;0;6.9;6.4;8.5;89.7;
75;20230101044000;BAS;102;3.5;5.4;12.6;19.4;3.5;0;280;1023.0;1022.5;;;984.6;9.9;0.0;0;6.8;6.6;8.5;89.3;
75;20230101045000;BAS;77;2.4;4.4;8.6;15.8;2.3;0;279;1023.0;1022.5;;;984.6;9.9;0.0;0;6.9;6.3;8.4;90.2;
75;20230101050000;BAS;70;1.8;3.3;6.5;11.9;1.7;0;278;1023.0;1022.5;;;984.6;9.9;0.0;0;6.9;5.8;8.2;91.3;
75;20230101051000;BAS;90;2.4;3.5;8.6;12.6;2.3;0;278;1023.0;1022.3;;;984.5;9.8;0.0;0;6.7;5.6;8.0;91.4;
75;20230101052000;BAS;103;2.6;5.0;9.4;18.0;2.6;0;281;1022.9;1022.3;;;984.5;9.9;0.0;0;6.8;5.7;8.6;88.7;
75;20230101053000;BAS;102;3.1;5.2;11.2;18.7;3.1;0;282;1022.8;1022.3;;;984.5;10.1;0.0;0;7.1;6.3;8.9;88.2;
75;20230101054000;BAS;99;3.3;6.5;11.9;23.4;3.3;0;281;1022.8;1022.3;;;984.5;10.0;0.0;0;7.0;6.5;8.8;88.2;
75;20230101055000;BAS;97;3.1;6.4;11.2;23.0;3.0;0;281;1022.9;1022.3;;;984.5;9.8;0.0;0;6.7;6.5;8.6;88.1;
75;20230101060000;BAS;96;3.1;5.3;11.2;19.1;3.0;0;281;1022.8;1022.2;;;984.4;9.9;0.0;0;6.9;6.4;8.7;88.2;
75;20230101061000;BAS;94;2.8;4.9;10.1;17.6;2.7;0;280;1022.9;1022.3;;;984.5;9.8;0.0;0;6.7;6.1;8.5;88.4;
75;20230101062000;BAS;93;3.6;6.2;13.0;22.3;3.6;0;279;1022.9;1022.3;;;984.5;9.8;0.0;0;6.7;6.3;8.6;87.7;
75;20230101063000;BAS;96;3.3;4.9;11.9;17.6;3.2;0;279;1023.0;1022.5;;;984.6;9.8;0.0;0;6.7;6.3;8.6;88.1;
75;20230101064000;BAS;98;3.2;5.7;11.5;20.5;3.1;0;280;1023.0;1022.5;;;984.6;9.9;0.0;0;6.8;6.4;8.7;87.6;
75;20230101065000;BAS;93;3.1;5.2;11.2;18.7;3.0;0;279;1023.1;1022.6;;;984.7;9.8;0.0;0;6.7;6.4;8.6;87.7;
75;20230101070000;BAS;89;3.0;5.5;10.8;19.8;3.0;0;279;1023.3;1022.8;;;984.9;9.7;0.0;0;6.6;6.2;8.3;89.0;
75;20230101071000;BAS;73;2.8;5.2;10.1;18.7;2.7;1;278;1023.4;1022.9;;;985.0;9.8;0.0;0;6.6;6.1;8.3;89.3;
75;20230101072000;BAS;78;2.7;4.2;9.7;15.1;2.7;4;277;1023.4;1022.8;;;984.9;9.7;0.0;0;6.5;5.9;8.1;89.6;
75;20230101073000;BAS;91;3.1;5.5;11.2;19.8;3.1;10;277;1023.4;1022.8;;;984.9;9.7;0.0;0;6.5;6.0;8.0;90.3;
75;20230101074000;BAS;96;2.7;4.5;9.7;16.2;2.6;21;278;1023.4;1022.8;;;984.9;9.7;0.0;0;6.5;6.2;8.0;90.4;
75;20230101075000;BAS;88;2.9;4.8;10.4;17.3;2.9;29;278;1023.3;1022.8;;;984.9;9.7;0.0;0;6.5;6.3;8.2;88.9;
75;20230101080000;BAS;93;2.9;4.8;10.4;17.3;2.8;37;280;1023.5;1022.9;;;985.0;9.7;0.0;0;6.5;6.5;8.2;89.1;
75;20230101081000;BAS;95;2.7;4.8;9.7;17.3;2.6;43;282;1023.4;1022.9;;;985.0;9.8;0.0;0;6.6;6.6;8.8;86.3;
75;20230101082000;BAS;91;2.9;4.5;10.4;16.2;2.8;54;283;1023.4;1023.0;;;985.1;9.8;0.0;0;6.7;7.0;9.0;85.2;
75;20230101083000;BAS;93;3.0;5.3;10.8;19.1;3.0;84;289;1023.4;1023.0;;;985.1;9.9;0.0;0;6.8;7.5;9.3;84.2;
75;20230101084000;BAS;81;3.1;4.9;11.2;17.6;3.0;112;289;1023.6;1023.2;;;985.3;10.0;0.0;5;6.9;8.2;9.6;83.3;
75;20230101085000;BAS;76;3.1;5.4;11.2;19.4;3.0;141;284;1023.7;1023.3;;;985.4;10.0;0.0;10;6.9;9.1;9.5;84.0;
75;20230101090000;BAS;87;2.8;4.5;10.1;16.2;2.7;146;282;1023.8;1023.4;;;985.5;10.0;0.0;10;6.9;9.8;9.4;84.5;
75;20230101091000;BAS;96;2.6;3.9;9.4;14.0;2.6;165;283;1023.6;1023.3;;;985.4;10.0;0.0;10;7.0;10.2;9.8;82.9;
75;20230101092000;BAS;86;2.3;4.0;8.3;14.4;2.2;206;283;1023.8;1023.5;;;985.6;10.2;0.0;10;7.2;11.4;10.3;81.3;
75;20230101093000;BAS;96;2.5;3.8;9.0;13.7;2.4;224;284;1023.7;1023.4;;;985.5;10.3;0.0;10;7.4;12.4;10.4;81.4;
75;20230101094000;BAS;98;2.8;5.2;10.1;18.7;2.7;223;284;1023.5;1023.3;;;985.4;10.3;0.0;10;7.4;12.6;10.8;79.7;
75;20230101095000;BAS;92;2.4;4.3;8.6;15.5;2.3;229;285;1023.4;1023.3;;;985.4;10.3;0.0;10;7.4;13.2;11.5;76.1;
75;20230101100000;BAS;91;2.2;4.9;7.9;17.6;2.1;237;286;1023.3;1023.3;;;985.4;10.5;0.0;10;7.7;13.8;12.0;74.7;
75;20230101101000;BAS;94;2.3;3.8;8.3;13.7;2.1;249;287;1023.2;1023.2;;;985.3;10.4;0.0;10;7.6;14.2;12.3;73.0;
75;20230101102000;BAS;88;2.0;5.0;7.2;18.0;1.9;251;287;1023.0;1023.1;;;985.2;10.6;0.0;10;7.8;14.3;12.5;73.1;
75;20230101103000;BAS;98;2.1;3.9;7.6;14.0;2.1;257;287;1022.9;1022.9;;;985.0;10.7;0.0;10;8.0;14.6;12.4;74.5;
75;20230101104000;BAS;96;2.8;4.9;10.1;17.6;2.7;271;287;1022.7;1022.8;;;984.9;10.7;0.0;10;8.0;14.8;12.5;73.9;
75;20230101105000;BAS;93;2.9;4.7;10.4;16.9;2.8;272;289;1022.7;1022.8;;;984.9;10.8;0.0;10;8.1;15.1;13.0;72.0;
75;20230101110000;BAS;91;2.6;4.6;9.4;16.6;2.4;275;290;1022.5;1022.7;;;984.8;10.9;0.0;10;8.3;15.6;13.4;71.2;
75;20230101111000;BAS;79;2.3;4.7;8.3;16.9;2.1;295;290;1022.5;1022.7;;;984.8;11.0;0.0;10;8.4;16.1;13.7;70.2;
75;20230101112000;BAS;66;1.4;3.2;5.0;11.5;1.3;306;290;1022.4;1022.7;;;984.8;11.1;0.0;10;8.5;17.1;14.1;69.0;
75;20230101113000;BAS;101;1.2;1.8;4.3;6.5;1.1;311;291;1022.3;1022.6;;;984.7;11.4;0.0;10;8.8;17.4;14.1;70.6;
75;20230101114000;BAS;103;1.3;2.1;4.7;7.6;1.2;302;291;1022.2;1022.5;;;984.6;10.9;0.0;10;8.3;17.5;14.3;67.1;
75;20230101115000;BAS;102;1.5;3.4;5.4;12.2;1.4;309;292;1021.9;1022.2;;;984.4;11.2;0.0;10;8.7;17.8;14.7;67.2;
75;20230101120000;BAS;93;1.2;2.1;4.3;7.6;1.1;306;292;1021.8;1022.1;;;984.3;10.9;0.0;10;8.2;18.2;14.9;64.4;
75;20230101121000;BAS;109;2.0;4.2;7.2;15.1;1.9;296;293;1021.5;1021.8;;;984.0;11.3;0.0;10;8.8;18.0;15.0;66.4;
75;20230101122000;BAS;122;1.7;4.1;6.1;14.8;1.6;303;295;1021.1;1021.5;;;983.7;11.1;0.0;10;8.5;17.9;15.4;63.4;
75;20230101123000;BAS;102;2.5;5.3;9.0;19.1;2.4;287;296;1020.8;1021.2;;;983.4;10.9;0.0;10;8.3;18.2;15.5;62.0;
75;20230101124000;BAS;100;3.5;5.7;12.6;20.5;3.4;284;297;1020.6;1021.0;;;983.2;11.0;0.0;10;8.4;17.8;15.2;64.0;
75;20230101125000;BAS;100;3.0;6.3;10.8;22.7;2.9;282;298;1020.6;1021.0;;;983.2;11.2;0.0;10;8.7;17.8;15.5;63.8;
75;20230101130000;BAS;90;2.1;4.3;7.6;15.5;2.0;269;299;1020.5;1020.9;;;983.1;11.4;0.0;10;8.9;18.2;15.5;64.6;
75;20230101131000;BAS;94;2.2;3.7;7.9;13.3;2.1;256;299;1020.3;1020.8;;;983.0;11.1;0.0;10;8.6;18.6;15.8;62.1;
75;20230101132000;BAS;90;2.0;3.7;7.2;13.3;1.9;239;300;1020.2;1020.8;;;983.0;11.1;0.0;10;8.5;18.8;16.3;60.0;
75;20230101133000;BAS;97;1.5;2.0;5.4;7.2;1.5;226;300;1020.2;1020.8;;;983.0;11.0;0.0;10;8.4;18.9;16.9;57.3;
75;20230101134000;BAS;51;0.6;1.4;2.2;5.0;0.6;212;301;1020.2;1020.8;;;983.0;10.9;0.0;10;8.2;17.7;16.8;57.0;
75;20230101135000;BAS;20;0.6;1.3;2.2;4.7;0.5;189;301;1020.1;1020.8;;;983.0;10.8;0.0;10;8.2;15.4;17.0;56.0;
75;20230101140000;BAS;54;0.8;2.2;2.9;7.9;0.6;177;300;1020.1;1020.8;;;983.0;10.9;0.0;10;8.3;14.6;17.1;56.0;
75;20230101141000;BAS;79;1.3;2.6;4.7;9.4;1.2;159;299;1020.1;1020.7;;;982.9;10.6;0.0;10;7.9;14.0;16.6;56.4;
75;20230101142000;BAS;87;1.4;3.0;5.0;10.8;1.2;140;298;1020.2;1020.7;;;982.9;10.8;0.0;10;8.1;13.5;15.8;60.3;
75;20230101143000;BAS;99;2.6;5.2;9.4;18.7;2.5;67;297;1020.3;1020.8;;;983.0;10.8;0.0;9;8.1;13.5;15.5;61.4;
75;20230101144000;BAS;106;2.6;5.1;9.4;18.4;2.5;45;295;1020.4;1020.8;;;983.0;10.8;0.0;0;8.1;13.2;15.4;61.6;
75;20230101145000;BAS;101;3.1;6.0;11.2;21.6;3.1;43;295;1020.5;1020.9;;;983.1;10.8;0.0;0;8.0;13.1;15.2;62.3;
75;20230101150000;BAS;98;2.4;6.3;8.6;22.7;2.3;38;294;1020.5;1020.9;;;983.1;10.8;0.0;0;8.1;12.5;14.8;64.0;
75;20230101151000;BAS;103;2.9;4.5;10.4;16.2;2.8;52;294;1020.7;1021.0;;;983.2;10.6;0.0;0;7.9;12.1;14.7;63.7;
75;20230101152000;BAS;106;2.8;4.3;10.1;15.5;2.7;44;293;1020.7;1021.0;;;983.2;10.7;0.0;0;7.9;12.1;14.5;64.7;
75;20230101153000;BAS;97;2.4;3.7;8.6;13.3;2.3;27;293;1020.8;1021.1;;;983.3;10.6;0.0;0;7.8;11.4;14.2;65.2;
75;20230101154000;BAS;108;2.5;4.5;9.0;16.2;2.4;10;293;1020.8;1021.1;;;983.3;10.5;0.0;0;7.7;11.2;14.5;63.8;
75;20230101155000;BAS;94;3.0;5.8;10.8;20.9;2.9;4;292;1020.8;1021.0;;;983.2;10.5;0.0;0;7.6;10.7;13.7;66.8;
75;20230101160000;BAS;109;2.8;4.8;10.1;17.3;2.8;1;292;1020.8;1021.0;;;983.2;10.4;0.0;0;7.6;10.9;13.8;66.0;
75;20230101161000;BAS;111;2.9;5.4;10.4;19.4;2.8;0;291;1020.8;1021.0;;;983.2;10.2;0.0;0;7.3;10.8;14.0;64.1;
75;20230101162000;BAS;99;3.3;5.7;11.9;20.5;3.2;0;291;1020.8;1021.0;;;983.2;10.2;0.0;0;7.2;10.4;13.5;65.8;
75;20230101163000;BAS;100;3.2;6.0;11.5;21.6;3.1;0;291;1020.9;1021.1;;;983.3;10.1;0.0;0;7.1;10.5;13.4;65.6;
75;20230101164000;BAS;97;3.4;5.9;12.2;21.2;3.4;0;291;1020.9;1021.0;;;983.2;10.1;0.0;0;7.2;10.4;13.1;67.3;
75;20230101165000;BAS;92;2.7;4.8;9.7;17.3;2.6;0;290;1020.9;1021.0;;;983.2;10.1;0.0;0;7.1;9.8;13.0;67.2;
75;20230101170000;BAS;92;3.4;6.3;12.2;22.7;3.3;0;290;1021.0;1021.1;;;983.3;10.0;0.0;0;6.9;9.5;12.7;67.9;
75;20230101171000;BAS;92;2.7;4.8;9.7;17.3;2.6;0;290;1021.0;1021.1;;;983.3;10.0;0.0;0;7.0;9.3;12.8;67.7;
75;20230101172000;BAS;85;2.8;4.3;10.1;15.5;2.8;0;290;1021.1;1021.1;;;983.3;9.9;0.0;0;6.9;9.2;12.5;68.6;
75;20230101173000;BAS;85;2.9;5.5;10.4;19.8;2.8;0;291;1021.1;1021.1;;;983.3;9.9;0.0;0;6.8;9.1;12.6;67.8;
75;20230101174000;BAS;99;2.9;4.7;10.4;16.9;2.9;0;294;1021.1;1021.1;;;983.3;9.8;0.0;0;6.7;9.1;12.5;67.5;
75;20230101175000;BAS;99;3.0;5.2;10.8;18.7;2.9;0;298;1021.0;1021.0;;;983.2;9.7;0.0;0;6.6;9.3;12.4;67.7;
75;20230101180000;BAS;97;2.5;5.1;9.0;18.4;2.4;0;301;1021.0;1021.0;;;983.2;9.7;0.0;0;6.5;9.2;12.4;67.1;
75;20230101181000;BAS;99;2.8;5.4;10.1;19.4;2.7;0;304;1021.0;1021.0;;;983.2;9.7;0.0;0;6.5;9.4;12.6;66.4;
75;20230101182000;BAS;107;3.0;5.7;10.8;20.5;2.9;0;307;1020.8;1020.9;;;983.1;9.6;0.0;0;6.5;9.8;12.7;65.7;
75;20230101183000;BAS;110;3.1;6.0;11.2;21.6;3.1;0;309;1020.7;1020.8;;;983.0;9.6;0.0;0;6.3;10.2;12.7;65.2;
75;20230101184000;BAS;102;3.1;5.7;11.2;20.5;3.0;0;307;1020.8;1020.8;;;983.0;9.7;0.0;0;6.5;10.3;12.1;68.5;
75;20230101185000;BAS;99;2.8;5.0;10.1;18.0;2.8;0;306;1020.9;1020.9;;;983.1;9.6;0.0;0;6.4;9.5;12.0;68.7;
75;20230101190000;BAS;98;2.9;4.8;10.4;17.3;2.9;0;304;1020.9;1020.8;;;983.0;9.6;0.0;0;6.4;9.4;11.8;69.4;
75;20230101191000;BAS;96;3.1;5.4;11.2;19.4;3.0;0;301;1020.7;1020.7;;;982.9;9.6;0.0;0;6.4;9.2;11.9;68.9;
75;20230101192000;BAS;92;2.6;4.8;9.4;17.3;2.5;0;295;1020.8;1020.8;;;983.0;9.6;0.0;0;6.3;9.1;12.0;68.2;
75;20230101193000;BAS;99;2.9;5.4;10.4;19.4;2.8;0;289;1020.8;1020.7;;;982.9;9.6;0.0;0;6.5;9.2;11.7;70.2;
75;20230101194000;BAS;104;3.6;6.3;13.0;22.7;3.5;0;291;1020.8;1020.7;;;982.9;9.6;0.0;0;6.4;9.2;11.8;69.4;
75;20230101195000;BAS;102;3.8;6.9;13.7;24.8;3.6;0;293;1020.5;1020.5;;;982.7;9.6;0.0;0;6.4;9.7;12.1;68.2;
75;20230101200000;BAS;92;3.2;4.9;11.5;17.6;3.1;0;293;1020.5;1020.5;;;982.7;9.6;0.0;0;6.4;9.3;11.9;69.2;
75;20230101201000;BAS;88;3.5;6.1;12.6;22.0;3.4;0;298;1020.6;1020.5;;;982.7;9.7;0.0;0;6.5;9.3;11.5;71.2;
75;20230101202000;BAS;97;3.4;5.7;12.2;20.5;3.3;0;302;1020.4;1020.4;;;982.6;9.6;0.0;0;6.4;9.3;11.8;69.3;
75;20230101203000;BAS;103;3.0;6.6;10.8;23.8;2.9;0;304;1020.3;1020.3;;;982.5;9.6;0.0;0;6.4;9.3;12.0;68.4;
75;20230101204000;BAS;100;3.2;5.7;11.5;20.5;3.1;0;303;1020.4;1020.4;;;982.6;9.6;0.0;0;6.4;9.5;11.8;69.4;
75;20230101205000;BAS;104;3.7;6.5;13.3;23.4;3.6;0;306;1020.4;1020.4;;;982.6;9.7;0.0;0;6.5;9.6;11.8;70.0;
75;20230101210000;BAS;100;3.2;6.5;11.5;23.4;3.1;0;307;1020.4;1020.3;;;982.5;9.6;0.0;0;6.4;9.7;11.6;70.6;
75;20230101211000;BAS;97;3.1;5.5;11.2;19.8;3.0;0;308;1020.3;1020.3;;;982.5;9.6;0.0;0;6.3;9.5;12.1;67.7;
75;20230101212000;BAS;90;3.3;5.5;11.9;19.8;3.2;0;309;1020.3;1020.3;;;982.5;9.6;0.0;0;6.4;9.4;11.8;69.3;
75;20230101213000;BAS;103;3.8;6.8;13.7;24.5;3.7;0;306;1020.3;1020.3;;;982.5;9.6;0.0;0;6.4;9.5;11.8;69.3;
75;20230101214000;BAS;105;3.5;5.9;12.6;21.2;3.4;0;303;1020.3;1020.2;;;982.4;9.6;0.0;0;6.5;9.8;11.4;71.6;
75;20230101215000;BAS;99;3.5;6.7;12.6;24.1;3.4;0;293;1020.2;1020.1;;;982.3;9.6;0.0;0;6.4;9.2;11.4;71.4;
75;20230101220000;BAS;95;4.0;7.0;14.4;25.2;3.9;0;286;1020.2;1020.1;;;982.3;9.6;0.0;0;6.4;8.8;11.2;72.4;
75;20230101221000;BAS;94;4.1;7.0;14.8;25.2;3.9;0;285;1020.2;1020.1;;;982.3;9.5;0.0;0;6.3;9.0;11.2;71.8;
75;20230101222000;BAS;96;3.8;7.1;13.7;25.6;3.7;0;283;1020.3;1020.2;;;982.4;9.6;0.0;0;6.4;8.8;11.2;72.3;
75;20230101223000;BAS;100;3.9;7.7;14.0;27.7;3.8;0;284;1020.4;1020.3;;;982.5;9.6;0.0;0;6.3;8.7;11.2;72.0;
75;20230101224000;BAS;96;4.1;7.0;14.8;25.2;3.9;0;284;1020.4;1020.2;;;982.4;9.6;0.0;0;6.4;8.8;10.9;73.7;
75;20230101225000;BAS;103;4.8;9.5;17.3;34.2;4.7;0;285;1020.4;1020.3;;;982.5;9.6;0.0;0;6.4;8.9;11.1;73.0;
75;20230101230000;BAS;105;5.5;8.9;19.8;32.0;5.3;0;286;1020.5;1020.3;;;982.5;9.6;0.0;0;6.4;9.1;10.9;73.9;
75;20230101231000;BAS;103;5.1;8.5;18.4;30.6;5.0;0;287;1020.5;1020.3;;;982.5;9.6;0.0;0;6.4;9.1;10.8;74.3;
75;20230101232000;BAS;106;5.2;9.3;18.7;33.5;5.0;0;287;1020.3;1020.2;;;982.4;9.6;0.0;0;6.4;9.1;11.1;73.0;
75;20230101233000;BAS;104;5.2;7.9;18.7;28.4;5.0;0;287;1020.3;1020.1;;;982.3;9.6;0.0;0;6.3;9.1;10.9;73.4;
75;20230101234000;BAS;105;4.5;8.3;16.2;29.9;4.4;0;286;1020.3;1020.1;;;982.3;9.5;0.0;0;6.3;8.8;10.7;74.2;
75;20230101235000;BAS;100;4.2;6.8;15.1;24.5;4.1;0;286;1020.3;1020.1;;;982.3;9.5;0.0;0;6.2;8.6;10.4;75.3;
75;20230102000000;BAS;95;4.1;7.6;14.8;27.4;4.0;0;286;1020.3;1020.1;;;982.3;9.5;0.0;0;6.2;8.3;10.4;75.4;
75;20230102001000;BAS;83;4.0;6.2;14.4;22.3;3.9;0;287;1020.3;1020.1;;;982.3;9.5;0.0;0;6.2;8.2;10.6;74.2;
75;20230102002000;BAS;88;4.0;6.8;14.4;24.5;3.9;0;286;1020.2;1020.0;;;982.2;9.4;0.0;0;6.1;8.2;10.3;75.2;
75;20230102003000;BAS;96;4.6;7.7;16.6;27.7;4.5;0;284;1020.1;1019.9;;;982.1;9.5;0.0;0;6.2;8.4;10.5;74.6;
75;20230102004000;BAS;96;3.8;7.6;13.7;27.4;3.7;0;282;1020.0;1019.8;;;982.0;9.4;0.0;0;6.1;8.1;10.3;75.2;
75;20230102005000;BAS;98;3.6;6.5;13.0;23.4;3.5;0;281;1020.0;1019.7;;;981.9;9.4;0.0;0;6.1;8.0;10.1;76.2;
75;20230102010000;BAS;102;4.1;7.3;14.8;26.3;4.0;0;283;1019.8;1019.5;;;981.7;9.4;0.0;0;6.0;8.0;10.1;75.7;
75;20230102011000;BAS;99;3.8;6.5;13.7;23.4;3.6;0;283;1019.9;1019.6;;;981.8;9.3;0.0;0;6.0;7.9;9.8;77.0;
75;20230102012000;BAS;94;3.8;6.4;13.7;23.0;3.7;0;284;1019.9;1019.6;;;981.8;9.3;0.0;0;6.0;7.7;9.7;77.7;
75;20230102013000;BAS;98;3.6;6.3;13.0;22.7;3.5;0;295;1019.8;1019.5;;;981.7;9.3;0.0;0;6.0;7.8;9.8;77.0;
75;20230102014000;BAS;94;3.3;5.3;11.9;19.1;3.2;0;286;1019.8;1019.5;;;981.7;9.3;0.0;0;5.9;7.7;10.0;75.7;
75;20230102015000;BAS;89;3.4;6.1;12.2;22.0;3.4;0;284;1019.8;1019.5;;;981.7;9.3;0.0;0;5.9;7.2;9.7;77.1;
75;20230102020000;BAS;91;3.8;6.7;13.7;24.1;3.7;0;279;1019.8;1019.5;;;981.7;9.2;0.0;0;5.8;7.2;9.6;77.0;
75;20230102021000;BAS;92;4.6;7.3;16.6;26.3;4.5;0;281;1019.7;1019.4;;;981.6;9.2;0.0;0;5.8;7.3;9.7;76.7;
75;20230102022000;BAS;91;4.2;7.8;15.1;28.1;4.1;0;295;1019.6;1019.4;;;981.6;9.2;0.0;0;5.8;7.7;10.1;74.5;
75;20230102023000;BAS;98;3.6;8.4;13.0;30.2;3.4;0;313;1019.6;1019.4;;;981.6;9.1;0.0;0;5.7;8.3;10.1;73.9;
75;20230102024000;BAS;93;3.6;6.1;13.0;22.0;3.4;0;318;1019.6;1019.3;;;981.5;9.2;0.0;0;5.7;8.4;9.9;75.3;
75;20230102025000;BAS;91;3.5;7.2;12.6;25.9;3.4;0;304;1019.6;1019.3;;;981.5;9.2;0.0;0;5.7;8.0;9.8;75.6;
75;20230102030000;BAS;92;3.6;6.1;13.0;22.0;3.4;0;304;1019.6;1019.3;;;981.5;9.1;0.0;0;5.6;7.8;9.8;75.3;
75;20230102031000;BAS;93;3.6;7.0;13.0;25.2;3.5;0;295;1019.6;1019.3;;;981.5;9.1;0.0;0;5.7;7.7;9.8;75.5;
75;20230102032000;BAS;93;4.2;8.0;15.1;28.8;4.0;0;302;1019.4;1019.1;;;981.3;9.1;0.0;0;5.7;7.8;9.9;74.9;
75;20230102033000;BAS;94;4.0;8.1;14.4;29.2;3.9;0;315;1019.4;1019.1;;;981.3;9.1;0.0;0;5.6;8.1;9.9;74.6;
75;20230102034000;BAS;104;2.9;5.2;10.4;18.7;2.8;0;317;1019.4;1019.1;;;981.3;9.1;0.0;0;5.7;8.3;9.9;75.0;
75;20230102035000;BAS;101;2.7;6.3;9.7;22.7;2.6;0;311;1019.4;1019.2;;;981.4;9.0;0.0;0;5.4;8.2;10.1;72.6;
75;20230102040000;BAS;93;2.3;5.8;8.3;20.9;2.2;0;306;1019.5;1019.2;;;981.4;9.1;0.0;0;5.5;7.9;9.8;74.8;
75;20230102041000;BAS;111;1.8;3.4;6.5;12.2;1.8;0;302;1019.6;1019.3;;;981.5;9.0;0.0;0;5.5;7.3;9.4;76.7;
