station;termin;nat_abbr;fkl010m0;fkl010m1;fu3010m0;fu3010m1;gre000m0;oli000m0;pp0qffm0;pp0qnhm0;ppz700m0;ppz850m0;prestam0;pva200m0;rre150m0;sre000m0;tre005m0;tre005mn;tre005mx;tre200m0;tre200mn;tre200mx;ure200m0
75;20230101000000;BAS;2.3;21.9;8.3;78.8;33;299;1022.6;1021.5;;;981.4;6.8;36.5;2185;3.5;;;4.3;-5.9;17.1;80.2
75;20230201000000;BAS;2.0;17.3;7.2;62.3;84;281;1028.9;1027.7;;;989.7;6.4;9.9;6914;4.0;-9.7;21.6;4.7;-6.1;16.7;73.5
75;20230301000000;BAS;2.5;23.6;9.0;85.0;120;304;1014.2;1013.6;;;976.1;7.3;71.2;6673;8.0;-6.9;26.4;8.4;-3.3;23.4;66.4
75;20230401000000;BAS;2.0;17.4;7.2;62.6;160;312;1016.5;1016.1;;;978.5;8.6;69.5;6752;9.6;-5.6;28.1;9.6;-1.8;21.4;72.1
75;20230501000000;BAS;1.6;23.2;5.8;83.5;221;337;1017.5;1017.9;;;980.2;12.0;53.9;11341;15.9;0.0;34.1;15.2;4.5;26.9;71.3
75;20230601000000;BAS;1.6;22.0;5.8;79.2;301;345;1015.2;1016.4;;;978.8;13.8;74.5;19452;21.7;3.0;40.8;21.1;9.5;32.7;57.0
