station;termin;nat_abbr;rre150h0
536;20210120030000;AIR;0.0
536;20210120040000;AIR;0.0
536;20210120050000;AIR;0.0
536;20210120060000;AIR;0.0
536;20210120070000;AIR;0.0
536;20210120080000;AIR;0.0
536;20210120090000;AIR;0.0
536;20210120100000;AIR;0.0
536;20210120110000;AIR;0.0
536;20210120120000;AIR;0.0
536;20210120130000;AIR;0.0
536;20210120140000;AIR;0.0
536;20210120150000;AIR;0.0
536;20210120160000;AIR;0.0
536;20210120170000;AIR;0.0
536;20210120180000;AIR;0.0
536;20210120190000;AIR;0.0
536;20210120200000;AIR;0.2
536;20210120210000;AIR;0.2
536;20210120220000;AIR;0.5
536;20210120230000;AIR;0.6
536;20210121000000;AIR;0.7
536;20210121010000;AIR;0.6
536;20210121020000;AIR;0.8
536;20210121030000;AIR;1.0
536;20210121040000;AIR;1.1
536;20210121050000;AIR;1.0
536;20210121060000;AIR;0.7
536;20210121070000;AIR;0.3
536;20210121080000;AIR;0.7
536;20210121090000;AIR;0.5
536;20210121100000;AIR;0.4
536;20210121110000;AIR;0.4
536;20210121120000;AIR;0.7
536;20210121130000;AIR;0.6
536;20210121140000;AIR;0.3
536;20210121150000;AIR;0.5
536;20210121160000;AIR;0.7
536;20210121170000;AIR;0.6
536;20210121180000;AIR;0.7
536;20210121190000;AIR;0.7
536;20210121200000;AIR;1.3
536;20210121210000;AIR;1.9
536;20210121220000;AIR;1.0
536;20210121230000;AIR;1.2
536;20210122000000;AIR;1.2
536;20210122010000;AIR;0.3
536;20210122020000;AIR;0.2
536;20210122030000;AIR;0.0
536;20210122040000;AIR;0.0
536;20210122050000;AIR;0.0
536;20210122060000;AIR;0.0
536;20210122070000;AIR;0.0
536;20210122080000;AIR;0.2
536;20210122090000;AIR;0.0
536;20210122100000;AIR;0.1
536;20210122110000;AIR;0.0
536;20210122120000;AIR;0.4
536;20210122130000;AIR;1.1
536;20210122140000;AIR;0.9
536;20210122150000;AIR;1.1
536;20210122160000;AIR;0.7
536;20210122170000;AIR;0.2
536;20210122180000;AIR;1.9
536;20210122190000;AIR;3.7
536;20210122200000;AIR;2.4
536;20210122210000;AIR;0.8
536;20210122220000;AIR;0.8
536;20210122230000;AIR;1.3
536;20210123000000;AIR;1.4
536;20210123010000;AIR;0.4
536;20210123020000;AIR;0.1
536;20210123030000;AIR;0.0
536;20210123040000;AIR;0.0
536;20210123050000;AIR;0.0
536;20210123060000;AIR;0.0
536;20210123070000;AIR;0.0
536;20210123080000;AIR;0.0
536;20210123090000;AIR;0.0
536;20210123100000;AIR;0.0
536;20210123110000;AIR;0.0
536;20210123120000;AIR;0.0
536;20210123130000;AIR;0.0
536;20210123140000;AIR;0.0
536;20210123150000;AIR;0.0
536;20210123160000;AIR;0.0
536;20210123170000;AIR;0.0
536;20210123180000;AIR;0.0
536;20210123190000;AIR;0.0
536;20210123200000;AIR;0.0
536;20210123210000;AIR;0.0
536;20210123220000;AIR;0.0
536;20210123230000;AIR;0.0
536;20210124000000;AIR;0.0
536;20210124010000;AIR;0.4
536;20210124020000;AIR;0.0
536;20210124030000;AIR;0.1
536;20210124040000;AIR;0.0
536;20210124050000;AIR;0.0
536;20210124060000;AIR;0.0
536;20210124070000;AIR;0.0
536;20210124080000;AIR;0.0
536;20210124090000;AIR;0.0
536;20210124100000;AIR;0.0
536;20210124110000;AIR;0.0
536;20210124120000;AIR;0.0
536;20210124130000;AIR;0.0
536;20210124140000;AIR;0.0
536;20210124150000;AIR;0.0
536;20210124160000;AIR;0.0
536;20210124170000;AIR;0.0
536;20210124180000;AIR;0.0
536;20210124190000;AIR;0.0
536;20210124200000;AIR;0.0
536;20210124210000;AIR;0.0
536;20210124220000;AIR;0.0
536;20210124230000;AIR;0.0
536;20210125000000;AIR;0.0
536;20210125010000;AIR;0.0
536;20210125020000;AIR;0.0
536;20210125030000;AIR;0.4
536;20210125040000;AIR;0.2
536;20210125050000;AIR;0.6
536;20210125060000;AIR;1.1
536;20210125070000;AIR;0.4
536;20210125080000;AIR;0.0
536;20210125090000;AIR;0.0
536;20210125100000;AIR;0.0
536;20210125110000;AIR;0.0
536;20210125120000;AIR;0.0
536;20210125130000;AIR;0.0
536;20210125140000;AIR;0.0
536;20210125150000;AIR;0.0
536;20210125160000;AIR;0.0
536;20210125170000;AIR;0.0
536;20210125180000;AIR;0.0
536;20210125190000;AIR;0.1
536;20210125200000;AIR;0.0
536;20210125210000;AIR;0.1
536;20210125220000;AIR;0.1
536;20210125230000;AIR;0.0
536;20210126000000;AIR;0.0
536;20210126010000;AIR;0.0
536;20210126020000;AIR;0.0
536;20210126030000;AIR;0.0
536;20210126040000;AIR;0.0
536;20210126050000;AIR;0.0
536;20210126060000;AIR;0.0
536;20210126070000;AIR;0.0
536;20210126080000;AIR;0.0
536;20210126090000;AIR;0.0
536;20210126100000;AIR;0.0
536;20210126110000;AIR;0.0
536;20210126120000;AIR;0.0
536;20210126130000;AIR;0.1
536;20210126140000;AIR;0.0
536;20210126150000;AIR;0.0
536;20210126160000;AIR;0.0
536;20210126170000;AIR;0.0
536;20210126180000;AIR;0.0
536;20210126190000;AIR;0.0
536;20210126200000;AIR;0.0
536;20210126210000;AIR;0.0
536;20210126220000;AIR;0.0
536;20210126230000;AIR;0.0
536;20210127000000;AIR;0.0
536;20210127010000;AIR;0.0
536;20210127020000;AIR;0.0
536;20210127030000;AIR;0.0
536;20210127040000;AIR;0.0
536;20210127050000;AIR;0.0
536;20210127060000;AIR;0.0
536;20210127070000;AIR;0.0
536;20210127080000;AIR;0.0
536;20210127090000;AIR;0.0
536;20210127100000;AIR;0.8
536;20210127110000;AIR;2.2
536;20210127120000;AIR;1.5
536;20210127130000;AIR;2.4
536;20210127140000;AIR;2.8
536;20210127150000;AIR;2.9
536;20210127160000;AIR;2.0
536;20210127170000;AIR;1.0
536;20210127180000;AIR;1.2
536;20210127190000;AIR;0.9
536;20210127200000;AIR;1.1
536;20210127210000;AIR;0.9
536;20210127220000;AIR;1.0
536;20210127230000;AIR;0.8
536;20210128000000;AIR;0.8
536;20210128010000;AIR;0.8
536;20210128020000;AIR;0.7
536;20210128030000;AIR;0.6
536;20210128040000;AIR;0.8
536;20210128050000;AIR;0.9
536;20210128060000;AIR;1.7
536;20210128070000;AIR;1.0
536;20210128080000;AIR;1.7
536;20210128090000;AIR;2.4
536;20210128100000;AIR;1.9
536;20210128110000;AIR;1.3
536;20210128120000;AIR;2.9
536;20210128130000;AIR;2.7
536;20210128140000;AIR;1.0
536;20210128150000;AIR;1.5
536;20210128160000;AIR;0.3
536;20210128170000;AIR;0.2
536;20210128180000;AIR;0.2
536;20210128190000;AIR;0.1
536;20210128200000;AIR;0.3
536;20210128210000;AIR;0.0
536;20210128220000;AIR;0.1
536;20210128230000;AIR;0.0
536;20210129000000;AIR;0.0
536;20210129010000;AIR;0.0
536;20210129020000;AIR;0.0
536;20210129030000;AIR;0.0
536;20210129040000;AIR;0.1
536;20210129050000;AIR;0.1
536;20210129060000;AIR;1.0
536;20210129070000;AIR;1.3
536;20210129080000;AIR;2.5
536;20210129090000;AIR;1.8
536;20210129100000;AIR;0.4
536;20210129110000;AIR;2.8
536;20210129120000;AIR;0.1
536;20210129130000;AIR;0.0
536;20210129140000;AIR;0.0
536;20210129150000;AIR;0.2
536;20210129160000;AIR;0.2
536;20210129170000;AIR;0.0
536;20210129180000;AIR;0.6
536;20210129190000;AIR;0.8
536;20210129200000;AIR;3.5
536;20210129210000;AIR;1.9
536;20210129220000;AIR;0.5
536;20210129230000;AIR;0.4
536;20210130000000;AIR;0.5
536;20210130010000;AIR;0.3
536;20210130020000;AIR;0.0
536;20210130030000;AIR;0.0
536;20210130040000;AIR;0.0
536;20210130050000;AIR;0.0
536;20210130060000;AIR;0.0
536;20210130070000;AIR;0.0
536;20210130080000;AIR;0.0
536;20210130090000;AIR;0.0
536;20210130100000;AIR;0.0
536;20210130110000;AIR;0.0
536;20210130120000;AIR;0.0
536;20210130130000;AIR;0.0
536;20210130140000;AIR;0.0
536;20210130150000;AIR;0.0
536;20210130160000;AIR;0.0
536;20210130170000;AIR;0.0
536;20210130180000;AIR;0.0
536;20210130190000;AIR;0.0
536;20210130200000;AIR;0.0
536;20210130210000;AIR;0.0
536;20210130220000;AIR;0.0
536;20210130230000;AIR;0.0
536;20210131000000;AIR;0.0
536;20210131010000;AIR;0.0
536;20210131020000;AIR;0.0
536;20210131030000;AIR;0.0
536;20210131040000;AIR;0.0
536;20210131050000;AIR;0.0
536;20210131060000;AIR;0.0
536;20210131070000;AIR;0.0
536;20210131080000;AIR;0.0
536;20210131090000;AIR;0.0
536;20210131100000;AIR;0.0
536;20210131110000;AIR;0.0
536;20210131120000;AIR;0.0
536;20210131130000;AIR;0.0
536;20210131140000;AIR;0.0
536;20210131150000;AIR;0.0
536;20210131160000;AIR;0.0
536;20210131170000;AIR;0.0
536;20210131180000;AIR;0.0
536;20210131190000;AIR;0.0
536;20210131200000;AIR;0.0
536;20210131210000;AIR;0.0
536;20210131220000;AIR;0.0
536;20210131230000;AIR;0.0
536;20210201000000;AIR;0.0
536;20210201010000;AIR;0.6
536;20210201020000;AIR;1.7
536;20210201030000;AIR;1.6
536;20210201040000;AIR;0.6
536;20210201050000;AIR;0.1
536;20210201060000;AIR;0.0
536;20210201070000;AIR;0.2
536;20210201080000;AIR;0.4
536;20210201090000;AIR;0.3
536;20210201100000;AIR;0.3
536;20210201110000;AIR;0.0
536;20210201120000;AIR;0.0
536;20210201130000;AIR;0.0
536;20210201140000;AIR;0.2
536;20210201150000;AIR;1.6
536;20210201160000;AIR;0.4
536;20210201170000;AIR;0.3
536;20210201180000;AIR;0.2
536;20210201190000;AIR;0.2
536;20210201200000;AIR;0.4
536;20210201210000;AIR;0.5
536;20210201220000;AIR;0.2
536;20210201230000;AIR;0.0
536;20210202000000;AIR;0.0
536;20210202010000;AIR;0.0
536;20210202020000;AIR;0.0
536;20210202030000;AIR;0.0
536;20210202040000;AIR;0.0
536;20210202050000;AIR;0.0
536;20210202060000;AIR;0.0
536;20210202070000;AIR;0.0
536;20210202080000;AIR;0.0
536;20210202090000;AIR;0.0
536;20210202100000;AIR;0.0
536;20210202110000;AIR;0.0
536;20210202120000;AIR;0.7
536;20210202130000;AIR;0.0
536;20210202140000;AIR;0.0
536;20210202150000;AIR;0.0
536;20210202160000;AIR;0.0
536;20210202170000;AIR;0.0
536;20210202180000;AIR;0.0
536;20210202190000;AIR;0.0
536;20210202200000;AIR;0.0
536;20210202210000;AIR;0.2
536;20210202220000;AIR;0.2
536;20210202230000;AIR;0.0
536;20210203000000;AIR;0.5
536;20210203010000;AIR;0.1
536;20210203020000;AIR;0.0
536;20210203030000;AIR;0.0
536;20210203040000;AIR;0.0
536;20210203050000;AIR;0.0
536;20210203060000;AIR;0.0
536;20210203070000;AIR;0.2
536;20210203080000;AIR;0.4
536;20210203090000;AIR;0.3
536;20210203100000;AIR;0.2
536;20210203110000;AIR;0.0
536;20210203120000;AIR;0.4
536;20210203130000;AIR;0.3
536;20210203140000;AIR;0.1
536;20210203150000;AIR;1.1
536;20210203160000;AIR;0.2
536;20210203170000;AIR;0.0
536;20210203180000;AIR;0.1
536;20210203190000;AIR;0.0
536;20210203200000;AIR;0.5
536;20210203210000;AIR;0.0
536;20210203220000;AIR;0.0
536;20210203230000;AIR;0.0
536;20210204000000;AIR;0.0
536;20210204010000;AIR;0.0
536;20210204020000;AIR;0.0
536;20210204030000;AIR;0.0
536;20210204040000;AIR;0.0
536;20210204050000;AIR;0.0
536;20210204060000;AIR;0.0
536;20210204070000;AIR;0.0
536;20210204080000;AIR;0.0
536;20210204090000;AIR;0.0
536;20210204100000;AIR;0.0
536;20210204110000;AIR;0.0
536;20210204120000;AIR;0.0
536;20210204130000;AIR;0.0
536;20210204140000;AIR;0.0
536;20210204150000;AIR;0.0
536;20210204160000;AIR;0.0
536;20210204170000;AIR;0.0
536;20210204180000;AIR;0.0
536;20210204190000;AIR;0.0
536;20210204200000;AIR;0.0
536;20210204210000;AIR;0.0
536;20210204220000;AIR;0.0
536;20210204230000;AIR;0.0
536;20210205000000;AIR;0.0
536;20210205010000;AIR;0.0
536;20210205020000;AIR;0.0
536;20210205030000;AIR;0.0
536;20210205040000;AIR;0.0
536;20210205050000;AIR;0.0
536;20210205060000;AIR;0.0
536;20210205070000;AIR;0.0
536;20210205080000;AIR;0.0
536;20210205090000;AIR;0.0
536;20210205100000;AIR;0.0
536;20210205110000;AIR;0.0
536;20210205120000;AIR;0.0
536;20210205130000;AIR;0.0
536;20210205140000;AIR;0.0
536;20210205150000;AIR;0.0
536;20210205160000;AIR;0.0
536;20210205170000;AIR;0.0
536;20210205180000;AIR;0.0
536;20210205190000;AIR;0.0
536;20210205200000;AIR;0.0
536;20210205210000;AIR;0.0
536;20210205220000;AIR;0.0
536;20210205230000;AIR;0.0
536;20210206000000;AIR;0.0
536;20210206010000;AIR;0.2
536;20210206020000;AIR;0.2
536;20210206030000;AIR;0.1
536;20210206040000;AIR;0.2
536;20210206050000;AIR;0.1
536;20210206060000;AIR;0.0
536;20210206070000;AIR;0.0
