station;termin;nat_abbr;rh9120mv;rhs150m0
536;20230101000000;AIR;24;25.8
536;20230201000000;AIR;7;5.5
536;20230301000000;AIR;109;108.3
536;20230401000000;AIR;63;95.7
536;20230501000000;AIR;41;76.0
536;20230601000000;AIR;60;104.6
